Species	C2	C3	Y1	Y2	Y3
Mycoplasmoides_genitalium	0	0	2	0	0
Mycoplasmopsis_lipophila	0	0	0	1	1
Myxococcus_landrumensis	1	1	0	0	0
Myxococcus_sp._SDU36	2	0	0	0	0
Myxococcus_stipitatus	0	0	2	0	0
Myxococcus_xanthus	2	0	0	0	0
Nannocystis_pusilla	0	0	1	1	0
Natronobacterium_gregoryi	1	1	0	0	0
Naumovozyma_dairenensis	0	0	1	0	1
Neisseria_lisongii	0	2	0	0	0
Neisseria_sp._RH3002v2g	2	0	0	0	0
Neomoorella_thermoacetica	0	1	0	1	0
Neopusillimonas_aestuarii	0	1	0	1	0
Neorhizobium_galegae	0	0	2	0	0
Neotabrizicola_shimadae	0	0	0	0	2
Neptunomonas_concharum	0	0	0	0	2
Niallia_sp._Krafla_26	2	0	0	0	0
Niallia_taxi	0	0	2	0	0
Nibricoccus_sp._IMCC34717	0	0	1	1	0
Nitratireductor_mangrovi	0	1	0	1	0
Nitratireductor_sp._OM-1	0	2	0	0	0
Nitrosarchaeum_sp._AC2	0	0	0	2	0
Nitrospira_sp._KM1	2	0	0	0	0
Niveibacterium_terrae	2	0	0	0	0
Nocardia_arthritidis	0	2	0	0	0
Nocardia_farcinica	1	0	0	0	1
Nocardia_puris	2	0	0	0	0
Nocardia_salmonicida	0	2	0	0	0
Nocardia_seriolae	1	0	0	0	1
Nocardia_sp._CA-107356	0	2	0	0	0
Nocardia_sp._NBC_00416	0	0	0	2	0
Nocardia_sp._NBC_00508	1	1	0	0	0
Nocardia_sp._NBC_01499	0	1	0	1	0
Nocardia_sputorum	2	0	0	0	0
Nocardioides_aquaticus	1	1	0	0	0
Nocardioides_seonyuensis	0	0	0	0	2
Nocardioides_sp._Arc9.136	0	0	0	0	2
Nocardioides_sp._JS614	1	1	0	0	0
Nocardioides_sp._NBC_00850	2	0	0	0	0
Nocardioides_sp._R1-1	0	2	0	0	0
Nocardioides_sp._dk884	2	0	0	0	0
Nocardiopsis_sp._CA-288880	0	0	1	0	1
Nocardiopsis_sp._HUAS_JQ3	0	2	0	0	0
Nonomuraea_sp._CA-141351	0	2	0	0	0
Nordella_sp._HKS_07	2	0	0	0	0
Nostoc_sp._NIES-3756	2	0	0	0	0
Novacetimonas_hansenii	1	0	0	1	0
Novosphingobium_kaempferiae	2	0	0	0	0
Novosphingobium_sp.	1	1	0	0	0
Novosphingobium_sp._BL-8H	1	0	0	0	1
Novosphingobium_sp._P6W	0	0	2	0	0
Novosphingobium_sp._THN1	0	2	0	0	0
Novosphingopyxis_iocasae	0	0	0	0	2
Novosphingopyxis_sp.	2	0	0	0	0
Occallatibacter_riparius	1	1	0	0	0
Oceanimonas_pelagia	2	0	0	0	0
Oceanimonas_sp._GK1	0	2	0	0	0
Oceanobacillus_kapialis	0	0	0	2	0
Oceanotoga_sp._DSM_15011	0	0	1	0	1
Octadecabacter_sp._SW4	0	0	1	1	0
Oleiphilus_messinensis	0	2	0	0	0
Olivibacter_sp._SDN3	0	2	0	0	0
Oricola_indica	2	0	0	0	0
Oryzisolibacter_sp._LB2S	1	0	0	1	0
Paenarthrobacter_ilicis	1	0	1	0	0
Paenibacillus_antarcticus	0	0	0	1	1
Paenibacillus_baekrokdamisoli	2	0	0	0	0
Paenibacillus_brasilensis	0	0	2	0	0
Paenibacillus_crassostreae	0	0	0	2	0
Paenibacillus_graminis	0	1	0	1	0
Paenibacillus_pedocola	0	0	2	0	0
Paenibacillus_polygoni	0	0	0	2	0
Paenibacillus_polymyxa	0	0	0	2	0
Paenibacillus_riograndensis	0	2	0	0	0
Paenibacillus_sophorae	0	2	0	0	0
Paenibacillus_sp._D2_2	0	2	0	0	0
Paenibacillus_sp._FSL_F4-0243	0	0	0	2	0
Paenibacillus_sp._FSL_R5-0470	0	0	0	2	0
Paenibacillus_sp._FSL_R7-0216	0	0	1	0	1
Paenibacillus_sp._FSL_R7-0272	0	0	1	1	0
Paenibacillus_sp._FSL_R7-0337	2	0	0	0	0
Paenibacillus_sp._IHBB_10380	0	0	0	2	0
Paenibacillus_sp._JDR-2	0	1	0	1	0
Paenibacillus_sp._YPG26	0	0	0	1	1
Paenibacillus_yonginensis	0	0	1	0	1
Pajaroellobacter_abortibovis	2	0	0	0	0
Palleronia_sp._THAF1	2	0	0	0	0
Pandoraea_apista	0	2	0	0	0
Pandoraea_norimbergensis	0	2	0	0	0
Pandoraea_pnomenusa	1	0	0	1	0
Pandoraea_thiooxydans	2	0	0	0	0
Pantoea_agglomerans	0	1	1	0	0
Pantoea_sp._App145	0	0	0	2	0
Pantoea_sp._Z09	0	0	0	2	0
Pantoea_vagans	0	1	0	0	1
Paraburkholderia_caledonica	0	2	0	0	0
Paraburkholderia_edwinii	0	0	2	0	0
Paraburkholderia_sabiae	0	0	0	2	0
Paraclostridium_dentum	1	1	0	0	0
Paracoccus_aminovorans	2	0	0	0	0
Paracoccus_sp._MA	2	0	0	0	0
Paracoccus_sp._MC1862	2	0	0	0	0
Paracoccus_sp._ME4	0	2	0	0	0
Paracoccus_suum	0	2	0	0	0
Paracrocinitomix_mangrovi	2	0	0	0	0
Paradevosia_shaoguanensis	2	0	0	0	0
Parageobacillus_thermoglucosidasius	0	1	0	0	1
Paraneptunicella_aestuarii	0	0	2	0	0
Paraoerskovia_marina	0	0	2	0	0
Pararhizobium_gei	0	2	0	0	0
Pararhizobium_qamdonense	0	0	2	0	0
Pararhizobium_sp._A13	0	1	1	0	0
Pararhizobium_sp._IMCC3301	2	0	0	0	0
Parazoarcus_communis	0	2	0	0	0
Paremcibacter_congregatus	0	2	0	0	0
Parvularcula_sp._LCG005	1	1	0	0	0
Paucibacter_sediminis	2	0	0	0	0
Paucilactobacillus_nenjiangensis	0	0	0	2	0
Paucilactobacillus_oligofermentans	0	0	0	2	0
Pectobacterium_atrosepticum	0	0	0	2	0
Pectobacterium_cacticida	0	0	1	1	0
Pectobacterium_versatile	0	0	0	0	2
Pedobacter_heparinus	2	0	0	0	0
Pelagibacterium_sp.	2	0	0	0	0
Pendulispora_rubella	2	0	0	0	0
Peribacillus_asahii	0	0	2	0	0
Peribacillus_psychrosaccharolyticus	0	0	2	0	0
Permianibacter_aggregans	0	2	0	0	0
Persicobacter_psychrovividus	0	0	0	2	0
Petrotoga_mobilis	2	0	0	0	0
Phenylobacterium_montanum	1	1	0	0	0
Phocaeicola_sartorii	0	2	0	0	0
Photobacterium_atrarenae	1	1	0	0	0
Phototrophicus_methaneseepsis	0	0	2	0	0
Phyllobacterium_sp._T1018	2	0	0	0	0
Picosynechococcus_sp._PCC_7002	0	0	0	2	0
Pirellula_sp._SH-Sr6A	0	1	0	1	0
Piscinibacter_gummiphilus	0	2	0	0	0
Planktothrix_agardhii	0	0	2	0	0
Planococcus_lenghuensis	2	0	0	0	0
Plantibacter_sp._RU18	0	0	2	0	0
Plesiomonas_shigelloides	0	2	0	0	0
Pleurocapsa_sp._FMAR1	0	1	0	1	0
Polaribacter_marinaquae	2	0	0	0	0
Polaribacter_sp._ALD11	0	0	0	0	2
Polaribacter_sp._MED152	1	0	1	0	0
Polaromonas_aquatica	2	0	0	0	0
Polaromonas_naphthalenivorans	1	1	0	0	0
Polaromonas_sp._JS666	1	0	0	1	0
Polymorphobacter_sp.	2	0	0	0	0
Polynucleobacter_asymbioticus	0	0	2	0	0
Polynucleobacter_sp._Adler-ghost	0	0	0	0	2
Polynucleobacter_sp._MWH-UH23A	0	2	0	0	0
Polynucleobacter_sp._TSB-Sco08W16	1	1	0	0	0
Pontibacillus_chungwhensis	0	2	0	0	0
Pontibacillus_sp._ALD_SL1	0	0	0	2	0
Pontimicrobium_sp._SW4	2	0	0	0	0
Poriferisphaera_sp._WC338	2	0	0	0	0
Porphyrobacter_sp._YT40	0	0	2	0	0
Pradoshia_sp._D12	2	0	0	0	0
Prescottella_agglutinans	2	0	0	0	0
Prevotella_histicola	1	0	0	1	0
Prochlorococcus_sp._MIT_0801	2	0	0	0	0
Prochlorococcus_sp._MIT_1341	0	0	1	1	0
Prosthecochloris_sp._CIB_2401	2	0	0	0	0
Providencia_lanzhouensis	2	0	0	0	0
Providencia_rettgeri	1	0	0	0	1
Providencia_sp._R33	0	0	0	2	0
Pseudactinotalea_sp._HY158	0	2	0	0	0
Pseudarthrobacter_sp._P1	1	1	0	0	0
Pseudarthrobacter_sp._WHRI_8279	0	0	0	0	2
Pseudazoarcus_pumilus	2	0	0	0	0
Pseudoalteromonas_xiamenensis	0	0	0	2	0
Pseudochrobactrum_algeriensis	2	0	0	0	0
Pseudodesulfovibrio_portus	0	1	0	1	0
Pseudodesulfovibrio_sediminis	2	0	0	0	0
Pseudodesulfovibrio_thermohalotolerans	0	2	0	0	0
Pseudoduganella_lutea	2	0	0	0	0
Pseudoduganella_plicata	0	2	0	0	0
Pseudoduganella_sp._S-14	1	1	0	0	0
Pseudoduganella_umbonata	0	2	0	0	0
Pseudomonas_anguilliseptica	0	2	0	0	0
Pseudomonas_batumici	2	0	0	0	0
Pseudomonas_cavernae	2	0	0	0	0
Pseudomonas_extremaustralis	1	1	0	0	0
Pseudomonas_mediterranea	0	1	0	0	1
Pseudomonas_moorei	0	0	0	2	0
Pseudomonas_oryziphila	1	0	0	1	0
Pseudomonas_plecoglossicida	0	1	0	1	0
Pseudomonas_promysalinigenes	0	1	0	0	1
Pseudomonas_saudiphocaensis	0	0	0	2	0
Pseudomonas_sp._App30	1	1	0	0	0
Pseudomonas_sp._CMR5c	0	0	0	0	2
Pseudomonas_sp._DNDY-54	2	0	0	0	0
Pseudomonas_sp._FP1762	0	0	2	0	0
Pseudomonas_sp._HR96	0	2	0	0	0
Pseudomonas_sp._OHS18	2	0	0	0	0
Pseudomonas_sp._P8_241	1	0	0	0	1
Pseudomonas_sp._S35	2	0	0	0	0
Pseudomonas_sp._SG20056	0	2	0	0	0
Pseudomonas_sp._gcc21	0	1	1	0	0
Pseudomonas_umsongensis	0	0	0	0	2
Pseudomonas_vanderleydeniana	0	2	0	0	0
Pseudonocardia_abyssalis	1	0	0	0	1
Pseudonocardia_autotrophica	1	0	1	0	0
Pseudonocardia_halophobica	0	2	0	0	0
Pseudooceanicola_sp._LIPI14-2-Ac024	1	1	0	0	0
Pseudopelagicola_sp._nBUS_20	0	2	0	0	0
Pseudosulfitobacter_sp._SM2401	2	0	0	0	0
Psychrobacter_sp._219-2-C	2	0	0	0	0
Psychroflexus_sp._ALD_RP9	0	0	2	0	0
Puccinia_triticina	0	2	0	0	0
Puia_sp._P3	0	1	0	1	0
Pyricularia_grisea	0	1	0	1	0
Pyrobaculum_ferrireducens	2	0	0	0	0
Qipengyuania_flava	2	0	0	0	0
Qipengyuania_gelatinilytica	2	0	0	0	0
Rahnella_inusitata	1	0	0	1	0
Rahnella_sikkimica	2	0	0	0	0
Ralstonia_holmesii	0	1	0	0	1
Ralstonia_sp._UNC404CL21Col	2	0	0	0	0
Rathayibacter_soli	2	0	0	0	0
Rathayibacter_sp._VKM_Ac-2804	1	1	0	0	0
Reinekea_forsetii	0	2	0	0	0
Rhizobium_etli	0	0	0	2	0
Rhizobium_lentis	0	2	0	0	0
Rhizobium_rhizogenes	0	2	0	0	0
Rhizobium_sp._BG4	1	1	0	0	0
Rhizobium_sp._Kim5	0	0	2	0	0
Rhizobium_sp._NZLR1	0	0	0	1	1
Rhizobium_sp._X9	0	0	2	0	0
Rhodobacter_capsulatus	2	0	0	0	0
Rhodobacter_sp._CZR27	2	0	0	0	0
Rhodococcus_opacus	2	0	0	0	0
Rhodococcus_sp._KRD162	0	2	0	0	0
Rhodococcus_sp._MTM3W5.2	1	1	0	0	0
Rhodococcus_sp._PBTS_1	0	2	0	0	0
Rhodoferax_mekongensis	1	1	0	0	0
Rhodoferax_saidenbachensis	0	1	0	1	0
Rhodoferax_sp._AJA081-3	1	1	0	0	0
Rhodoferax_sp._GW822-FHT02A01	1	1	0	0	0
Rhodoligotrophos_ferricapiens	2	0	0	0	0
Rhodopila_sp.	2	0	0	0	0
Rohdeia_mirabilis	1	1	0	0	0
Roseateles_amylovorans	0	2	0	0	0
Roseateles_noduli	0	0	0	2	0
Roseitalea_porphyridii	1	1	0	0	0
Roseomonas_marmotae	1	0	1	0	0
Rothia_kristinae	0	0	0	2	0
Rothia_sp._ZJ932	0	0	0	0	2
Rubrobacter_radiotolerans	1	1	0	0	0
Rubrobacter_tropicus	1	1	0	0	0
Ruegeria_sp._AD91A	2	0	0	0	0
Ruminiclostridium_herbifermentans	1	0	0	1	0
Ruoffia_tabacinasalis	0	0	0	0	2
Saccharolobus_sp._E5-1-F	0	0	0	2	0
Saccharothrix_espanaensis	1	0	1	0	0
Saccharothrix_sp._6-C	2	0	0	0	0
Saccharothrix_syringae	2	0	0	0	0
Salarchaeum_japonicum	1	0	0	0	1
Salicibibacter_kimchii	0	0	0	2	0
Salimicrobium_jeotgali	0	0	0	2	0
Salinarchaeum_laminariae	1	1	0	0	0
Salinibacterium_sp._ZJ450	0	2	0	0	0
Saliniradius_amylolyticus	0	0	0	0	2
Salinispirillum_sp._LH_10-3-1	0	0	0	2	0
Salipiger_profundus	2	0	0	0	0
Sanguibacter_keddieii	2	0	0	0	0
Sediminibacillus_dalangtanensis	0	0	0	0	2
Sediminicoccus_sp._KRV36	0	2	0	0	0
Segatella_bryantii	0	0	0	2	0
Selenobaculum_gibii	0	2	0	0	0
Serratia_entomophila	2	0	0	0	0
Serratia_rubidaea	1	0	1	0	0
Shewanella_aegiceratis	2	0	0	0	0
Shewanella_livingstonensis	0	0	0	2	0
Shewanella_piezotolerans	0	2	0	0	0
Shewanella_psychropiezotolerans	0	0	2	0	0
Shewanella_sp._NFH-SH190041	2	0	0	0	0
Shewanella_woodyi	0	0	0	2	0
Shinella_sp._H4-D48	0	0	0	2	0
Shinella_sp._HZN7	0	2	0	0	0
Singulisphaera_acidiphila	0	0	0	2	0
Sinorhizobium_garamanticum	0	0	0	2	0
Sinorhizobium_mexicanum	1	0	1	0	0
Skermania_pinensis	1	1	0	0	0
Sneathiella_aquimaris	1	1	0	0	0
Snodgrassella_alvi	0	2	0	0	0
Solidesulfovibrio_magneticus	0	1	0	1	0
Solimonas_sp._K1W22B-7	0	2	0	0	0
Solitalea_lacus	0	0	0	2	0
Solwaraspora_sp._WMMD937	0	2	0	0	0
Spartinivicinus_ruber	0	0	2	0	0
Sphaerimonospora_sp._CA-214678	2	0	0	0	0
Sphaerotilus_microaerophilus	0	0	0	0	2
Sphingobacterium_mizutaii	0	0	0	2	0
Sphingobacterium_multivorum	0	0	0	0	2
Sphingobacterium_sp._LZ7M1	2	0	0	0	0
Sphingobacterium_sp._R2	1	0	0	0	1
Sphingobium_sp._SCG-1	0	2	0	0	0
Sphingomicrobium_aestuariivivum	1	1	0	0	0
Sphingomonas_alpina	0	0	1	1	0
Sphingomonas_changnyeongensis	2	0	0	0	0
Sphingomonas_ginsengisoli_(ex_An_et_al._2013)	2	0	0	0	0
Sphingomonas_koreensis	2	0	0	0	0
Sphingomonas_lutea	0	0	0	2	0
Sphingomonas_nostoxanthinifaciens	0	0	0	2	0
Sphingomonas_sediminicola	0	1	0	0	1
Sphingomonas_sp._HMP6	2	0	0	0	0
Sphingomonas_sp._LY54	1	1	0	0	0
Sphingomonas_sp._MMS24-J13	0	0	0	2	0
Sphingomonas_sp._So64.6b	0	0	0	0	2
Sphingopyxis_indica	0	2	0	0	0
Sphingopyxis_sp._QXT-31	2	0	0	0	0
Sphingopyxis_sp._USTB-05	1	1	0	0	0
Sphingosinithalassobacter_sp._LHW66-3	0	2	0	0	0
Spirillospora_sp._CA-294931	1	1	0	0	0
Spiroplasma_cantharicola	0	0	2	0	0
Spiroplasma_endosymbiont_of_Anurida_maritima	2	0	0	0	0
Spiroplasma_floricola	0	0	0	2	0
Spirosoma_aureum	0	0	0	2	0
Spirosoma_radiotolerans	2	0	0	0	0
Spirosoma_sp._KCTC_42546	0	2	0	0	0
Spirosoma_sp._KNUC1025	0	0	0	2	0
Sporomusa_ovata	1	0	0	0	1
Sporosarcina_sp._FSL_K6-1522	0	0	0	2	0
Sporosarcina_sp._Marseille-Q4063	1	0	0	1	0
Sporosarcina_sp._UB5	0	0	2	0	0
Staphylococcus_devriesei	2	0	0	0	0
Staphylococcus_haemolyticus	0	0	2	0	0
Staphylococcus_pseudintermedius	0	0	2	0	0
Staphylococcus_shinii	0	0	2	0	0
Staphylococcus_simulans	0	0	1	1	0
Staphylococcus_warneri	0	0	0	2	0
Stenotrophomonas_oahuensis	2	0	0	0	0
Stenotrophomonas_sp._ESTM1D_MKCIP4_1	0	0	0	0	2
Stenotrophomonas_sp._ZAC14D2_NAIMI4_7	0	0	0	2	0
Sterolibacterium_denitrificans	0	1	1	0	0
Streptobacillus_moniliformis	0	0	0	2	0
Streptococcus_chenjunshii	1	0	0	1	0
Streptococcus_danieliae	0	0	0	1	1
Streptococcus_ferus	0	0	0	2	0
Streptococcus_oriscaviae	1	0	0	1	0
Streptococcus_ruminicola	1	0	0	1	0
Streptococcus_sp._NSJ-72	0	1	1	0	0
Streptomyces_ambofaciens	0	0	0	0	2
Streptomyces_aquilus	2	0	0	0	0
Streptomyces_aurantiacus	0	2	0	0	0
Streptomyces_broussonetiae	2	0	0	0	0
Streptomyces_changanensis	0	0	2	0	0
Streptomyces_chartreusis	1	1	0	0	0
Streptomyces_cinnabarinus	0	2	0	0	0
Streptomyces_citrinus	0	2	0	0	0
Streptomyces_clavifer	0	0	0	2	0
Streptomyces_cyanogenus	0	0	0	1	1
Streptomyces_durmitorensis	2	0	0	0	0
Streptomyces_ferrugineus	1	0	0	1	0
Streptomyces_flavofungini	0	2	0	0	0
Streptomyces_graminofaciens	1	1	0	0	0
Streptomyces_kanamyceticus	0	0	0	2	0
Streptomyces_koyangensis	2	0	0	0	0
Streptomyces_leeuwenhoekii	2	0	0	0	0
Streptomyces_liangshanensis	0	2	0	0	0
Streptomyces_marincola	1	0	0	0	1
Streptomyces_nigra	0	0	1	0	1
Streptomyces_paludis	0	0	0	2	0
Streptomyces_phaeochromogenes	0	2	0	0	0
Streptomyces_qaidamensis	1	1	0	0	0
Streptomyces_rubrogriseus	0	2	0	0	0
Streptomyces_sanyensis	1	1	0	0	0
Streptomyces_sp._147326	0	0	0	2	0
Streptomyces_sp._3214.6	0	0	0	0	2
Streptomyces_sp._ADI95-16	0	0	0	2	0
Streptomyces_sp._BBFR25	0	2	0	0	0
Streptomyces_sp._CA-111067	1	1	0	0	0
Streptomyces_sp._CB09001	0	2	0	0	0
Streptomyces_sp._Caat_7-52	0	0	0	1	1
Streptomyces_sp._DG1A-41	0	0	0	0	2
Streptomyces_sp._FIT100	2	0	0	0	0
Streptomyces_sp._HSG2	1	0	0	0	1
Streptomyces_sp._Inha503	2	0	0	0	0
Streptomyces_sp._KN37	0	2	0	0	0
Streptomyces_sp._Li-HN-5-11	0	2	0	0	0
Streptomyces_sp._MST-110588	0	1	0	1	0
Streptomyces_sp._NBC_00075	0	0	1	1	0
Streptomyces_sp._NBC_00207	0	2	0	0	0
Streptomyces_sp._NBC_00286	2	0	0	0	0
Streptomyces_sp._NBC_00341	0	0	0	0	2
Streptomyces_sp._NBC_00342	0	0	2	0	0
Streptomyces_sp._NBC_00459	0	0	2	0	0
Streptomyces_sp._NBC_00523	2	0	0	0	0
Streptomyces_sp._NBC_00566	2	0	0	0	0
Streptomyces_sp._NBC_00582	0	2	0	0	0
Streptomyces_sp._NBC_00726	2	0	0	0	0
Streptomyces_sp._NBC_00984	0	0	0	2	0
Streptomyces_sp._NBC_00986	2	0	0	0	0
Streptomyces_sp._NBC_00996	0	0	0	2	0
Streptomyces_sp._NBC_01176	2	0	0	0	0
Streptomyces_sp._NBC_01198	2	0	0	0	0
Streptomyces_sp._NBC_01334	0	0	2	0	0
Streptomyces_sp._NBC_01420	2	0	0	0	0
Streptomyces_sp._NBC_01483	1	1	0	0	0
Streptomyces_sp._NBC_01498	0	0	1	1	0
Streptomyces_sp._NBC_01716	2	0	0	0	0
Streptomyces_sp._P6-2-1	2	0	0	0	0
Streptomyces_sp._QHH-9511	0	2	0	0	0
Streptomyces_sp._R21	0	2	0	0	0
Streptomyces_sp._S465	0	2	0	0	0
Streptomyces_sp._SCSIO_ZS0520	0	2	0	0	0
Streptomyces_sp._SJL17-4	2	0	0	0	0
Streptomyces_sp._VNUA24	0	0	0	2	0
Streptomyces_sp._WZ-12	0	0	0	1	1
Streptomyces_sp._Y1	0	0	2	0	0
Streptomyces_sp._f51	0	0	0	0	2
Streptomyces_spectabilis	1	1	0	0	0
Streptomyces_stoeckheimensis	2	0	0	0	0
Streptomyces_thermolineatus	0	0	0	2	0
Streptosporangium_sp._CA-135522	0	2	0	0	0
Stygiolobus_caldivivus	0	0	0	2	0
Sulfitobacter_sp._S223	0	0	0	2	0
Sulfuriferula_nivalis	0	0	0	0	2
Sulfuriferula_sp._AH1	0	2	0	0	0
Sulfurimonas_denitrificans	0	0	1	1	0
Swingsia_samuiensis	0	2	0	0	0
Synechococcus_sp._LA31	2	0	0	0	0
Synechococcus_sp._LTW-R	2	0	0	0	0
Synechococcus_sp._MEDNS5	0	0	0	2	0
Syntrophotalea_acetylenica	0	1	1	0	0
Tahibacter_sp._UC22_41	1	0	0	0	1
Taurinivorans_muris	1	0	0	1	0
Telluria_beijingensis	0	2	0	0	0
Tellurirhabdus_bombi	2	0	0	0	0
Tellurirhabdus_rosea	0	2	0	0	0
Tepidibacillus_marianensis	0	0	0	0	2
Tepidicaulis_sp.	0	0	0	2	0
Terribacillus_aidingensis	0	0	0	2	0
Terribacillus_sp._DMT04	0	0	1	1	0
Tessaracoccus_flavus	0	0	2	0	0
Tessaracoccus_lacteus	2	0	0	0	0
Thalassolituus_sp._LLYu03	0	2	0	0	0
Thauera_butanivorans	0	0	1	1	0
Thermanaerovibrio_velox	2	0	0	0	0
Thermoanaerobacter_kivui	1	0	0	0	1
Thermoanaerobacterium_sp._CMT5567-10	0	0	0	0	2
Thermobifida_alba	0	2	0	0	0
Thermodesulfobacterium_sp._TA1	2	0	0	0	0
Thermomicrobium_roseum	2	0	0	0	0
Thermoproteus_tenax	2	0	0	0	0
Thermothelomyces_thermophilus	1	1	0	0	0
Thermothielavioides_terrestris	1	0	0	1	0
Thermus_aquaticus	0	2	0	0	0
Thermus_oshimai	2	0	0	0	0
Thiobacillus_denitrificans	0	0	2	0	0
Thiobacillus_sedimenti	1	0	0	0	1
Thiocapsa_bogorovii	0	2	0	0	0
Thiocapsa_sp.	2	0	0	0	0
Thiocystis_violascens	0	1	0	1	0
Thiomicrorhabdus_xiamenensis	0	0	2	0	0
Thiomicrospira_sp._S5	1	0	0	1	0
Thiothrix_subterranea	0	0	0	2	0
Tichowtungia_aerotolerans	0	2	0	0	0
Tolumonas_auensis	0	1	0	0	1
Tomitella_fengzijianii	2	0	0	0	0
Treponema_sp._HNW	2	0	0	0	0
Treponema_sp._OMZ_855	2	0	0	0	0
Trichoderma_breve	0	0	0	2	0
Trueperella_bialowiezensis	0	2	0	0	0
Tsuneonella_dongtanensis	1	0	0	0	1
Undibacterium_parvum	0	2	0	0	0
Undibacterium_sp._CCC3.4	0	0	2	0	0
Undibacterium_sp._YM2	1	1	0	0	0
Vagococcus_carniphilus	0	0	0	2	0
Vandammella_animalimorsus	0	0	0	2	0
Variibacter_gotjawalensis	2	0	0	0	0
Variovorax_sp._PAMC_28711	2	0	0	0	0
Variovorax_sp._PBS-H4	0	0	0	2	0
Variovorax_sp._Varisp41	0	1	0	0	1
Variovorax_sp._WDL1	0	0	0	2	0
Verrucosispora_sp._TAA-831	0	0	0	2	0
Vibrio_alginolyticus	1	0	0	1	0
Vibrio_anguillarum	0	0	0	2	0
Vibrio_cidicii	0	2	0	0	0
Vibrio_gazogenes	0	2	0	0	0
Vibrio_lentus	0	0	0	2	0
Vibrio_ruber	0	0	0	2	0
Vibrio_sp._16	0	0	0	2	0
Vibrio_sp._SCSIO_43140	0	0	1	1	0
Vibrio_tritonius	0	2	0	0	0
Virgibacillus_halodenitrificans	1	0	0	1	0
Vreelandella_piezotolerans	0	0	2	0	0
Vreelandella_profundi	1	0	0	0	1
Vreelandella_stevensii	2	0	0	0	0
Vreelandella_venusta	1	0	0	0	1
Winogradskyella_helgolandensis	0	0	2	0	0
Xanthomonas_euvesicatoria	0	0	2	0	0
Xanthomonas_hortorum	1	0	1	0	0
Xanthomonas_phaseoli	2	0	0	0	0
Xanthomonas_vesicatoria	0	0	0	2	0
Xenorhabdus_poinarii	2	0	0	0	0
Xylophilus_rhododendri	1	1	0	0	0
Yarrowia_lipolytica	2	0	0	0	0
Yersinia_frederiksenii	0	0	2	0	0
Yersinia_kristensenii	2	0	0	0	0
Yersinia_mollaretii	0	0	1	1	0
Yinghuangia_sp._ASG_101	0	0	0	2	0
Yoonia_algicola	0	0	0	0	2
Zobellella_sp._DQSA1	0	0	0	2	0
Zygosaccharomyces_rouxii	2	0	0	0	0
[Pseudomonas]_boreopolis	2	0	0	0	0
endosymbiont_'TC1'_of_Trimyema_compressum	1	0	0	1	0
uncultured_Pseudodesulfovibrio_sp.	2	0	0	0	0
Acetilactobacillus_jinshanensis	0	1	0	0	0
Acetobacter_senegalensis	0	0	0	1	0
Acetobacter_tropicalis	1	0	0	0	0
Acetobacterium_carbinolicum	0	0	0	0	1
Acetohalobium_arabaticum	0	0	1	0	0
Acholeplasma_hippikon	1	0	0	0	0
Achromobacter_insolitus	0	1	0	0	0
Achromobacter_mucicolens	0	1	0	0	0
Achromobacter_sp._AONIH1	1	0	0	0	0
Achromobacter_sp._EB05	0	1	0	0	0
Achromobacter_sp._MFA1_R4	0	1	0	0	0
Acidianus_sulfidivorans	0	0	1	0	0
Acidihalobacter_aeolianus	0	1	0	0	0
Acidihalobacter_ferrooxydans	1	0	0	0	0
Acidilutibacter_cellobiosedens	0	0	0	0	1
Acidipropionibacterium_virtanenii	1	0	0	0	0
Acidisoma_cladoniae	0	1	0	0	0
Acidithiobacillus_caldus	0	1	0	0	0
Acidovorax_sacchari	1	0	0	0	0
Acidovorax_sp.	0	1	0	0	0
Acidovorax_sp._FHTAMBA	0	1	0	0	0
Acidovorax_sp._RAC01	1	0	0	0	0
Acidovorax_sp._T1	0	1	0	0	0
Aciduliprofundum_sp._MAR08-339	1	0	0	0	0
Acinetobacter_bereziniae	1	0	0	0	0
Acinetobacter_nosocomialis	0	0	0	0	1
Acinetobacter_proteolyticus	0	0	0	1	0
Acinetobacter_sp._16	0	0	0	1	0
Acinetobacter_sp._TGL-Y2	0	0	1	0	0
Acinetobacter_sp._TR3	0	0	0	1	0
Acinetobacter_sp._TTH0-4	0	0	0	0	1
Acinetobacter_sp._XH1639	0	0	0	1	0
Acinetobacter_sp._Z1	0	0	0	1	0
Actinacidiphila_bryophytorum	0	1	0	0	0
Actinacidiphila_reveromycinica	0	1	0	0	0
Actinoallomurus_sp._NBC_01490	1	0	0	0	0
Actinoalloteichus_hoggarensis	0	0	0	0	1
Actinoalloteichus_hymeniacidonis	1	0	0	0	0
Actinobacillus_arthritidis	0	0	0	1	0
Actinobacillus_genomosp._1	0	0	1	0	0
Actinobacillus_indolicus	0	0	0	1	0
Actinokineospora_sp._G85	0	1	0	0	0
Actinomyces_lilanjuaniae	0	0	0	1	0
Actinomyces_marmotae	0	0	0	0	1
Actinomycetospora_sp._NBC_00405	0	0	0	1	0
Actinoplanes_sichuanensis	0	1	0	0	0
Actinoplanes_sp._CA-051413	1	0	0	0	0
Actinopolyspora_erythraea	0	0	0	1	0
Actinosynnema_sp._CS-041913	1	0	0	0	0
Adrianbuildvirus_SpSL1	0	0	1	0	0
Aegicerativicinus_sediminis	1	0	0	0	0
Aerococcus_urinae	1	0	0	0	0
