Taxonomy	C1	C2
Human polyomavirus 10	0	0
Human polyomavirus 11	0	0
Human polyomavirus 1	0	0
Human polyomavirus 12	0	0
Human polyomavirus 13	0	0
Human polyomavirus 14	0	0
Human polyomavirus 2	0	0
Human polyomavirus 3	0	0
Human polyomavirus 4	0	0
Human polyomavirus 5	0	0
Human polyomavirus 6	0	0
Human polyomavirus 7	0	0
Human polyomavirus 8	0	0
Human polyomavirus 9	0	0
Human respirovirus 1	0	0
Human respirovirus 3	0	0
Human rubulavirus 2	0	0
Human rubulavirus 4	0	0
Human smacovirus 1	0	0
Human T-lymphotropic virus 4	0	0
Humibacter sp. BT305	0	0
Humibacter sp. WJ7-1	0	0
Humulus japonicus latent virus	0	0
Hungateiclostridium clariflavum	0	0
Hungateiclostridium saccincola	0	0
Hungateiclostridium thermocellum	0	0
Hungatella hathewayi	0	0
Hunnivirus A	0	0
Hunter Island bandavirus	0	0
Husa-like virus KS-2016a	0	0
Husavirus sp.	0	0
Hyacinth mosaic virus	0	0
Hydrangea chlorotic mottle virus	0	0
Hydrangea ringspot virus	0	0
Hydrocarboniclastica marina	0	0
Hydrogenobacter sp. T-8	0	0
Hydrogenobacter thermophilus	0	0
Hydrogenobaculum phage 1	0	0
Hydrogenobaculum sp. 3684	0	0
Hydrogenobaculum sp. HO	0	0
Hydrogenobaculum sp. SHO	0	0
Hydrogenobaculum sp. SN	0	0
Hydrogenobaculum sp. Y04AAS1	0	0
Hydrogenophaga crassostreae	0	0
Hydrogenophaga pseudoflava	0	0
Hydrogenophaga sp. BA0156	0	0
Hydrogenophaga sp. BPS33	0	0
Hydrogenophaga sp. NH-16	0	0
Hydrogenophaga sp. PAMC20947	0	0
Hydrogenophaga sp. PBC	0	0
Hydrogenophaga sp. PBL-H3	0	0
Hydrogenophaga sp. RAC07	0	0
Hydrogenophilus thermoluteolus	0	0
Hydrogenovibrio crunogenus	0	0
Hydrogenovibrio marinus	0	0
Hydrogenovibrio thermophilus	0	0
Hylemonella gracilis	0	0
Hymenobacter baengnokdamensis	0	0
Hymenobacter jejuensis	0	0
Hymenobacter nivis	0	0
Hymenobacter oligotrophus	0	1
Hymenobacter qilianensis	0	0
Hymenobacter sedentarius	0	1
Hymenobacter sp. 17J36-26	0	0
Hymenobacter sp. APR13	0	0
Hymenobacter sp. BRD128	0	0
Hymenobacter sp. BRD67	0	0
Hymenobacter sp. BT182	0	0
Hymenobacter sp. BT18	0	0
Hymenobacter sp. DG01	0	0
Hymenobacter sp. DG25A	1	0
Hymenobacter sp. DG25B	0	0
Hymenobacter sp. HDW8	0	0
Hymenobacter sp. NBH84	0	1
Hymenobacter sp. PAMC 26554	0	0
Hymenobacter sp. PAMC 26628	0	0
Hymenobacter sp. S2-20-2	0	0
Hymenobacter sp. TS19	0	0
Hymenobacter swuensis	0	0
Hymenopteran scindoambidensovirus 1	0	0
Hypericibacter adhaerens	0	0
Hypericibacter terrae	0	0
Hypericum associated gemycircularvirus 1	0	0
Hyperthermophilic Archaeal Virus 1	0	0
Hyperthermophilic Archaeal Virus 2	0	0
Hyperthermus butylicus	0	0
Hyphantria cunea nucleopolyhedrovirus	0	0
Hyphobacterium sp. CCMP332	0	0
Hyphomicrobium denitrificans	0	0
Hyphomicrobium nitrativorans	0	0
Hyphomicrobium sp. MC1	0	1
Hyphomonas neptunium	0	0
Hyphomonas sp. CACIAM 19H1	0	0
Hyphomonas sp. Mor2	0	0
Hyposoter fugitivus ichnovirus	0	0
Iaco orthobunyavirus	0	0
IAS virus	0	0
Ichthyobacterium seriolicida	0	0
Ictalurid herpesvirus 1	0	0
Ictalurid herpesvirus 2	0	0
Idiomarina andamanensis	0	0
Idiomarinaceae phage 1N2-2	0	0
Idiomarinaceae phage Phi1M2-2	0	0
Idiomarina loihiensis	0	0
Idiomarina piscisalsi	0	0
Idiomarina sp. OT37-5b	0	0
Idiomarina sp. X4	0	0
Ignavibacterium album	0	0
Ignicoccus hospitalis	0	0
Ignicoccus islandicus	0	0
Iguanid herpesvirus 2	0	0
Ikoma lyssavirus	0	0
Ilesha orthobunyavirus	0	0
Ilheus virus	0	0
Ilomantsi virus	0	0
Ilumatobacter coccineus	0	0
Ilyobacter polytropus	0	0
Imjin mivirus	0	0
Imjin thottimvirus	0	0
Immundisolibacter cernigliae	0	0
Impatiens flower break virus	0	0
Impatiens necrotic spot tospovirus	0	0
Imperata yellow mottle virus	0	0
IncQ plasmid pIE1120	0	0
Indiana vesiculovirus	0	0
Indian cassava mosaic virus	0	0
Indian citrus ringspot virus	0	0
Indian peanut clump virus	0	0
Indioceanicola profundi	0	0
Infectious bursal disease virus	0	0
Infectious flacherie virus	0	0
Infectious pancreatic necrosis virus	0	0
Infectious spleen and kidney necrosis virus	0	0
Influenza A virus	0	0
Influenza B virus	0	0
Influenza C virus	0	0
Influenza D virus	0	0
Infratovirus 1	0	0
Ingwavuma orthobunyavirus	0	0
Inhangapi virus	0	0
Inhella inkyongensis	0	0
Insect inshuvirus	0	0
Insect shangavirus	0	0
Insect wuhivirus	0	0
Intestinibaculum porci	0	0
Intestinimonas butyriciproducens	0	0
Intrasporangium calvum	0	1
Invertebrate iridescent virus 22	0	0
Invertebrate iridescent virus 30	0	0
Invertebrate iridescent virus 31	0	0
Invertebrate iridescent virus 3	0	0
Invertebrate iridescent virus 6	0	0
Invertebrate iridescent virus 9	0	0
Invertebrate iridovirus 22	0	0
Invertebrate iridovirus 25	0	0
Iodobacter fluviatilis	0	0
Iodobacter sp. H11R3	0	0
Iodobacter virus PLPE	0	0
Iotaarterivirus debrazmo	0	0
Iotaarterivirus kibreg 1	0	0
Iotapapillomavirus 1	0	0
Iotapapillomavirus 2	0	0
Ipomoea triloba	0	0
Ipomoea yellow vein virus	0	0
Ippy mammarenavirus	0	0
Iranian wheat stripe tenuivirus	0	0
Iresine viroid 1	0	0
Iriri curiovirus	0	0
Iris mild mosaic virus	0	0
Iris severe mosaic virus	0	0
Iris yellow spot tospovirus	0	0
Irkut lyssavirus	0	0
Isaria javanica chrysovirus	0	0
Isfahan vesiculovirus	0	0
Island sawgrhavirus	0	0
Isoptericola dokdonensis	0	0
Isoptericola variabilis	0	0
Isosphaera pallida	0	0
Israeli acute paralysis virus	0	0
Israel turkey meningoencephalomyelitis virus	0	0
Itacaiunas curiovirus	0	0
Ixeridium yellow mottle virus 1	0	0
Ixeridium yellow mottle virus 2	0	0
Izhakiella sp. KSNA2	0	0
Jaagsiekte sheep retrovirus	0	0
Jacquemontia mosaic Yucatan virus	0	0
Jacquemontia yellow mosaic virus	0	0
Jacquemontia yellow vein virus	0	0
Jalkavirus S08C159	0	0
Jamestown Canyon orthobunyavirus	0	0
Janibacter indicus	0	0
Janibacter limosus	0	0
Janibacter melonis	0	0
Janibacter sp. YB324	0	0
Jannaschia sp. CCS1	0	0
Janthinobacterium agaricidamnosum	0	0
Janthinobacterium lividum	0	0
Janthinobacterium sp. 1_2014MBL_MicDiv	0	1
Janthinobacterium sp. 17J80-10	0	0
Janthinobacterium sp.	0	0
Janthinobacterium sp. B9-8	0	0
Janthinobacterium sp. HH102	0	0
Janthinobacterium sp. LM6	0	0
Janthinobacterium sp. Marseille	0	0
Janthinobacterium sp. SNU WT3	0	0
Janthinobacterium svalbardensis	0	0
Japanese eel endothelial cells-infecting virus	0	0
Japanese encephalitis virus	0	0
Japanese holly fern mottle pteridovirus	0	0
Japanese iris necrotic ring virus	0	0
Japanese macaque simian foamy virus	0	0
Japanese soil-borne wheat mosaic virus	0	0
Japanese yam mosaic virus	0	0
Jasmine virus C	0	0
Jasmine virus T	0	0
Jatobal orthobunyavirus	0	0
Jatropha leaf crumple virus	0	0
Jatropha leaf curl Gujarat virus	0	0
Jatropha leaf curl virus	0	0
Jatropha leaf yellow mosaic virus	0	0
Jatropha mosaic India virus	0	0
Jatropha mosaic Nigeria virus	0	0
Jatropha mosaic virus	0	0
Jatropha yellow mosaic virus	0	0
Jatrophihabitans sp. GAS493	0	0
Jeju orthohantavirus	0	0
Jembrana disease virus	0	0
Jeongeupia sp. USM3	0	0
Jeotgalibaca arthritidis	0	0
Jeotgalibaca ciconiae	0	0
Jeotgalibaca dankookensis	0	0
Jeotgalibaca porci	0	0
Jeotgalibaca sp. PTS2502	0	0
Jeotgalibacillus malaysiensis	0	0
Jeotgalicoccus saudimassiliensis	0	0
Jericarnavirus A	0	0
Jericarnavirus B	0	0
Jiangella alkaliphila	0	0
Jiangella sp. DSM 45060	0	0
Jingmen picorna-like virus	0	0
Jingmen tombus-like virus 1	0	0
Jingmen tombus-like virus 2	0	0
Johnsongrass chlorotic stripe mosaic virus	0	0
Johnsongrass mosaic virus	0	0
Joinjakaka hapavirus	0	0
Jonchet jonvirus	0	0
Jonesia denitrificans	0	0
Jonquetella anthropi	0	0
Juglans regia	0	6
Jugra virus	0	0
Jujube mosaic-associated virus	0	0
Juncus maritimus associated virus	0	0
Jun jeilongvirus	0	0
Jurona vesiculovirus	0	0
Jutiapa virus	0	0
Kabuto mountain uukuvirus	0	0
Kadam virus	0	0
Kadipiro virus	0	0
Kaeng Khoi orthobunyavirus	0	0
Kairi orthobunyavirus	0	0
Kaisodi uukuvirus	0	0
Kaistella daneshvariae	0	0
Kalanchoe latent virus	0	0
Kalanchoe mosaic virus	0	0
Kalanchoe top-spotting virus	0	0
Kallithea virus	0	0
Kama virus	0	0
Kamese hapavirus	0	0
Kamiti River virus	0	0
Kampung Karu virus	0	0
Kangiella geojedonensis	0	0
Kangiella koreensis	0	0
Kangiella profundi	0	0
Kangiella sediminilitoris	0	0
Kanyawara ledantevirus	0	0
Kappaarterivirus wobum	0	0
Kappapapillomavirus 1	0	0
Kappapapillomavirus 2	0	0
Karumba virus	0	0
Kashmir bee virus	0	0
Kasokero orthonairovirus	0	0
Kaumoebavirus	0	0
Kawavirus SWcelC56	0	0
Kedougou virus	0	0
Kelp fly virus	0	0
Kenaf leaf curl betasatellite	0	0
Kenaf leaf curl virus	0	0
Kenkeme orthohantavirus	0	0
Kennedya yellow mosaic virus	0	0
Kern Canyon ledantevirus	0	0
Kerstersia gyiorum	0	0
Keterah orthonairovirus	0	0
Ketobacter alkanivorans	0	0
Ketogulonicigenium robustum	0	0
Ketogulonicigenium vulgare	0	0
Keunjorong mosaic virus	0	0
Keuraliba ledantevirus	0	0
Keystone orthobunyavirus	0	0
Khabarovsk orthohantavirus	0	0
Khujand lyssavirus	0	0
Kibale herbevirus	0	0
Kibdelosporangium phytohabitans	0	0
Kigluaik phantom orthophasmavirus	0	0
Kilifi Virus	0	0
Kimberley ephemerovirus	0	0
Kineobactrum sp. M2	0	0
Kineococcus radiotolerans	0	0
Kingella kingae	0	0
Kingella oralis	0	1
King virus	0	0
Kinneretia sp. DAIF2	0	0
Kiritimatiella glycovorans	0	0
Kirsten murine sarcoma virus	0	0
Kitasatospora albolonga	0	0
Kitasatospora aureofaciens	0	0
Kitasatospora setae	0	0
Kitasatospora sp. MMS16-BH015	0	0
Kitasatospora sp. NA04385	0	0
Klamath tupavirus	0	0
Klebsiella aerogenes	0	1
Klebsiella grimontii	0	0
Klebsiella huaxiensis	0	0
Klebsiella michiganensis	0	0
Klebsiella oxytoca	0	0
Klebsiella phage 13	0	0
Klebsiella phage JY917	0	0
Klebsiella phage KL	0	0
Klebsiella phage KNP2	0	0
Klebsiella phage KP1801	0	0
Klebsiella phage KP8	0	0
Klebsiella phage KpCHEMY26	0	0
Klebsiella phage KPN N137	0	0
Klebsiella phage Magnus	0	0
Klebsiella phage Marfa	0	0
Klebsiella phage phiKO2	0	0
Klebsiella phage PhiKpNIH-2	0	0
Klebsiella phage Pylas	0	0
Klebsiella phage Seifer	0	0
Klebsiella phage Shelby	0	0
Klebsiella phage Sin4	0	0
Klebsiella phage Skenny	0	0
Klebsiella phage Soft	0	0
Klebsiella phage ST13-OXA48phi12.1	0	0
Klebsiella phage ST147-VIM1phi7.1	0	0
Klebsiella phage ST15-OXA48phi14.1	0	0
Klebsiella phage ST16-OXA48phi5.4	0	0
Klebsiella phage ST437-OXA245phi4.1	0	0
Klebsiella phage ST437-OXA245phi4.2	0	0
Klebsiella phage ST512-KPC3phi13.2	0	0
Klebsiella phage Sweeny	0	0
Klebsiella phage vB_Kpn_F48	0	0
Klebsiella phage vB_KpnM_BIS47	0	0
Klebsiella phage vB_KpnM_KB57	0	0
Klebsiella phage vB_KpnM_KpV477	0	0
Klebsiella phage vB_KpnS_15-38_KLPPOU149	0	0
Klebsiella phage vB_KpnS_Alina	0	0
Klebsiella phage vB_KpnS_Call	0	0
Klebsiella phage vB_KpnS_Domnhall	0	0
Klebsiella phage vB_KpnS_FZ10	0	0
Klebsiella phage vB_KpnS_IMGroot	0	0
Klebsiella phage vB_KpnS_SegesCirculi	0	0
Klebsiella pneumoniae	0	15
Klebsiella quasipneumoniae	0	0
Klebsiella quasivariicola	0	0
Klebsiella sp.	0	0
Klebsiella sp. BDA134-6	0	0
Klebsiella sp. FDAARGOS_511	0	0
Klebsiella sp. KCL-2	0	0
Klebsiella sp. LTGPAF-6F	0	0
Klebsiella sp. LY	0	0
Klebsiella sp. M5al	0	0
Klebsiella sp. MPUS7	0	0
Klebsiella sp. P1CD1	0	0
Klebsiella sp. PO552	0	0
Klebsiella sp. RHBSTW-00464	0	0
Klebsiella sp. RHBSTW-00484	0	0
Klebsiella sp. WP3-S18-ESBL-05	0	0
Klebsiella sp. WP3-W18-ESBL-02	0	0
Klebsiella sp. WP4-W18-ESBL-05	0	0
Klebsiella sp. WP7-S18-CRE-02	0	0
Klebsiella sp. WP7-S18-CRE-03	0	0
Klebsiella sp. WP7-S18-ESBL-04	0	0
Klebsiella sp. WP8-S18-ESBL-06	0	0
Klebsiella variicola	0	0
Klebsiella virus 0507KN21	0	0
Klebsiella virus 1513	0	0
Klebsiella virus 2044-307w	0	0
Klebsiella virus 3LV2017	0	0
Klebsiella virus 4LV2017	0	0
Klebsiella virus AltoGao	0	0
Klebsiella virus BIS33	0	0
Klebsiella virus BO1E	0	0
Klebsiella virus F19	0	0
Klebsiella virus GHK3	0	0
Klebsiella virus Henu1	0	0
Klebsiella virus IL33	0	0
Klebsiella virus IME205	0	0
Klebsiella virus IME260	0	0
Klebsiella virus IME279	0	0
Klebsiella virus IME321	0	0
Klebsiella virus JD001	0	0
Klebsiella virus JD18	0	0
Klebsiella virus K11	0	0
Klebsiella virus K244	0	0
Klebsiella virus K5	0	0
Klebsiella virus K5-2	0	0
Klebsiella virus K5-4	0	0
Klebsiella virus K64-1	0	0
Klebsiella virus KLPN1	0	0
Klebsiella virus KN1-1	0	0
Klebsiella virus KN3-1	0	0
Klebsiella virus KN4-1	0	0
Klebsiella virus KOX1	0	0
Klebsiella virus Kp1	0	0
Klebsiella virus KP15	0	0
Klebsiella virus Kp2	0	0
Klebsiella virus KP27	0	0
Klebsiella virus KP32	0	0
Klebsiella virus KP34	0	0
Klebsiella virus KP36	0	0
Klebsiella virus KpCol1	0	0
Klebsiella virus KpKT21phi1	0	0
Klebsiella virus KPN N141	0	0
Klebsiella virus KPRio2015	0	0
Klebsiella virus KpS110	0	0
Klebsiella virus KpS2	0	0
Klebsiella virus KpS8	0	0
Klebsiella virus kpssk3	0	0
Klebsiella virus KpV289	0	0
Klebsiella virus KpV41	0	0
Klebsiella virus KpV475	0	0
Klebsiella virus KpV48	0	0
Klebsiella virus KpV522	0	0
Klebsiella virus KpV52	0	0
Klebsiella virus KpV71	0	0
Klebsiella virus KpV74	0	0
Klebsiella virus KpV763	0	0
Klebsiella virus KpV766	0	0
Klebsiella virus KpV767	0	0
Klebsiella virus KpV80	0	0
Klebsiella virus KPV811	0	0
Klebsiella virus Matisse	0	0
Klebsiella virus May	0	0
Klebsiella virus Menlow	0	0
Klebsiella virus MezzoGao	0	0
Klebsiella virus Miro	0	0
Klebsiella virus myPSH1235	0	0
Klebsiella virus NJR15	0	0
Klebsiella virus NJS1	0	0
Klebsiella virus NJS2	0	0
Klebsiella virus Pharr	0	0
Klebsiella virus PKO111	0	0
Klebsiella virus PKP126	0	0
Klebsiella virus PMBT1	0	0
Klebsiella virus PRA33	0	0
Klebsiella virus RaK2	0	0
Klebsiella virus SHKp152234	0	0
Klebsiella virus SHKp152410	0	0
Klebsiella virus SU503	0	0
Klebsiella virus SU552A	0	0
Klebsiella virus Sugarland	0	0
Klebsiella virus Sushi	0	0
Klebsiella virus TAH8	0	0
Klebsiella virus TSK1	0	0
Klebsiella virus UPM 2146	0	0
Klebsiella virus ZCKP1	0	0
Kluyvera ascorbata	0	0
Kluyvera cryocrescens	0	0
Kluyvera genomosp. 2	0	0
Kluyvera genomosp. 3	0	0
Kluyvera georgiana	0	0
Kluyvera intermedia	0	0
Kluyvera virus Kvp1	0	0
Koala retrovirus	0	0
Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN	0	0
Kocuria flava	0	0
Kocuria indica	0	0
Kocuria palustris	0	0
Kocuria rhizophila	0	0
Kocuria rosea	0	0
Kocuria sp. BT304	0	0
Kocuria sp. KD4	0	0
Kocuria sp. TGY1120_3	0	0
Kocuria sp. TGY1127_2	0	0
Kocuria turfanensis	0	0
Kocuria varians	0	0
Kokobera virus	0	0
Kolente ledantevirus	0	0
Komagataeibacter europaeus	0	0
Komagataeibacter hansenii	0	0
Komagataeibacter medellinensis	0	0
Komagataeibacter nataicola	0	0
Komagataeibacter oboediens	0	0
Komagataeibacter rhaeticus	0	0
Komagataeibacter saccharivorans	0	0
Komagataeibacter xylinus	0	0
Konjac mosaic virus	0	0
Koolpinyah ephemerovirus	0	0
Koongol orthobunyavirus	0	0
Kordia antarctica	0	0
Kordia sp. SMS9	1	0
Kordiimonas pumila	0	0
Kosakonia arachidis	0	0
Kosakonia cowanii	0	0
Kosakonia oryzae	0	0
Kosakonia pseudosacchari	0	0
Kosakonia radicincitans	0	0
Kosakonia sacchari	0	0
Kosakonia sp. CCTCC M2018092	0	0
Kosakonia sp. SMBL-WEM22	0	0
Kosmotoga olearia	0	0
Kosmotoga pacifica	0	0
Kotonkan ephemerovirus	0	0
Koutango virus	0	0
Kozakia baliensis	0	0
Krakvirus S39C11	0	0
Kribbella flavida	0	0
Kribbella qitaiheensis	0	0
Kroppenstedtia eburnea	0	0
Kroppenstedtia pulmonis	0	0
Ktedonosporobacter rubrisoli	0	0
Kudzu mosaic virus	0	0
Kumasi ledantevirus	0	0
Kunsagivirus A	0	0
Kunsagivirus B	0	0
Kunsagivirus C	0	0
Kurthia sp. 11kri321	0	0
Kurthia zopfii	0	0
Kushneria konosiri	0	0
Kushneria marisflavi	0	0
Kushneria sp. YCWA18	0	1
Kutzneria albida	0	0
Kyasanur Forest disease virus	0	0
Kyrpidia spormannii	0	0
Kyrpidia tusciae	0	0
Kytococcus sedentarius	0	0
Kyuri green mottle mosaic virus	0	0
Labidocera aestiva circovirus	0	0
Labilibaculum antarcticum	0	0
Labilithrix luteola	0	0
Labrenzia aggregata	0	0
Labrenzia alexandrii	0	0
Labrenzia sp. CP4	0	0
Labrenzia sp. PHM005	0	0
Labrenzia sp. THAF187b	0	0
Labrenzia sp. THAF191a	0	0
Labrenzia sp. THAF191b	0	0
Labrenzia sp. THAF35	0	0
Labrenzia sp. THAF82	0	0
Labrenzia sp. VG12	0	0
Labrys sp. KNU-23	0	1
Lacanobia oleracea granulovirus	0	0
Laceyella sacchari	0	0
Lachnoanaerobaculum umeaense	43	1
Lachnoclostridium phocaeense	0	0
Lachnoclostridium phytofermentans	0	0
Lachnoclostridium sp. YL32	0	0
Lachnospira eligens	0	0
Lacibacter sp. S13-6-6	0	0
Lacimicrobium alkaliphilum	0	0
Lacinutrix sp. 5H-3-7-4	0	0
Lacinutrix sp. Bg11-31	0	0
Lacinutrix venerupis	0	0
Lacipirellula parvula	0	0
Lacrimispora saccharolytica	0	0
Lacrimispora sphenoides	0	0
La Crosse orthobunyavirus	0	0
Lacticaseibacillus paracasei	0	0
Lactiplantibacillus plantarum	0	0
Lactobacillus acetotolerans	0	0
Lactobacillus acidipiscis	0	0
Lactobacillus acidophilus	0	0
Lactobacillus alimentarius	0	0
Lactobacillus allii	0	0
Lactobacillus amylolyticus	0	0
Lactobacillus amylovorus	0	0
Lactobacillus animalis	0	0
Lactobacillus apis	0	0
Lactobacillus backii	0	0
Lactobacillus bifermentans	0	0
Lactobacillus bombi	0	0
Lactobacillus brevis	0	0
Lactobacillus buchneri	0	0
Lactobacillus casei	0	0
Lactobacillus coryniformis	0	0
Lactobacillus crispatus	0	0
Lactobacillus crustorum	0	0
Lactobacillus curieae	0	0
Lactobacillus curvatus	0	0
Lactobacillus delbrueckii	0	0
Lactobacillus dextrinicus	0	0
Lactobacillus farciminis	0	0
Lactobacillus fructivorans	0	0
Lactobacillus frumenti	0	0
Lactobacillus fuchuensis	0	0
Lactobacillus futsaii	0	0
Lactobacillus gallinarum	0	0
Lactobacillus gasseri	0	0
Lactobacillus gastricus	0	0
Lactobacillus ginsenosidimutans	0	0
Lactobacillus graminis	0	0
Lactobacillus harbinensis	0	0
Lactobacillus heilongjiangensis	0	0
Lactobacillus helsingborgensis	0	0
Lactobacillus helveticus	0	0
Lactobacillus hilgardii	0	0
Lactobacillus hokkaidonensis	0	0
Lactobacillus hordei	0	0
Lactobacillus iners	2	0
Lactobacillus jensenii	0	0
Lactobacillus johnsonii	0	0
Lactobacillus kefiranofaciens	0	0
Lactobacillus kefiri	0	0
Lactobacillus koreensis	0	0
Lactobacillus kullabergensis	0	0
Lactobacillus kunkeei	0	0
Lactobacillus lindneri	0	0
Lactobacillus malefermentans	0	0
Lactobacillus mali	0	0
Lactobacillus manihotivorans	0	0
Lactobacillus mucosae	0	0
Lactobacillus murinus	0	0
Lactobacillus nenjiangensis	0	0
Lactobacillus oligofermentans	0	0
Lactobacillus parabuchneri	0	0
Lactobacillus paracollinoides	0	0
Lactobacillus paragasseri	0	0
Lactobacillus paralimentarius	0	0
Lactobacillus paraplantarum	0	0
Lactobacillus pentosus	0	0
Lactobacillus phage 3-521	0	0
Lactobacillus phage 521B	0	0
Lactobacillus phage A2	0	0
Lactobacillus phage BH1	0	0
Lactobacillus phage CL1	0	0
Lactobacillus phage CL2	0	0
Lactobacillus phage iA2	0	0
Lactobacillus phage iLp1308	0	0
Lactobacillus phage iLp84	0	0
Lactobacillus phage J-1	0	0
Lactobacillus phage JCL1032	0	0
Lactobacillus phage KC5a	0	0
Lactobacillus phage Lc-Nu	0	0
Lactobacillus phage LF1	0	0
Lactobacillus phage LfeInf	0	0
Lactobacillus phage LfeSau	0	0
Lactobacillus phage LJ	0	0
Lactobacillus phage LL-H	0	0
Lactobacillus phage LpeD	0	0
Lactobacillus phage Lrm1	0	0
Lactobacillus phage Lv-1	0	0
Lactobacillus phage phiadh	0	0
Lactobacillus phage phiAQ113	0	0
Lactobacillus phage phiAT3	0	0
Lactobacillus phage phig1e	0	0
Lactobacillus phage phiJB	0	0
Lactobacillus phage phi jlb1	0	0
Lactobacillus phage phiPYB5	0	0
Lactobacillus phage PL-1	0	0
Lactobacillus phage PLE2	0	0
Lactobacillus phage PLE3	0	0
Lactobacillus phage SAC12B	0	0
Lactobacillus phage Sha1	0	0
Lactobacillus phage T25	0	0
Lactobacillus pontis	0	0
Lactobacillus prophage Lj771	0	0
Lactobacillus prophage Lj928	0	0
Lactobacillus prophage Lj965	0	0
Lactobacillus rennini	0	0
Lactobacillus rhamnosus	0	0
Lactobacillus rossiae	0	0
Lactobacillus saerimneri	0	0
Lactobacillus sakei	0	0
Lactobacillus sanfranciscensis	0	0
Lactobacillus sp.	0	0
Lactobacillus sp. 3B(2020)	0	0
Lactobacillus sp. BHWM-4	0	0
Lactobacillus sp. CBA3605	0	0
Lactobacillus sp. CBA3606	0	0
Lactobacillus sp. D1501	0	0
Lactobacillus sp. JM1	0	0
Lactobacillus sp. NFFJ11	0	0
Lactobacillus sp. PC121B	0	0
Lactobacillus sp. wkB8	0	0
Lactobacillus suantsaii	0	0
Lactobacillus terrae	0	0
Lactobacillus vaginalis	0	0
Lactobacillus virus ATCC8014	0	0
Lactobacillus virus B2	0	0
Lactobacillus virus Bacchae	0	0
Lactobacillus virus Bromius	0	0
Lactobacillus virus c5	0	0
Lactobacillus virus Iacchus	0	0
Lactobacillus virus Lb	0	0
Lactobacillus virus Lb338-1	0	0
Lactobacillus virus LBR48	0	0
Lactobacillus virus Ld17	0	0
Lactobacillus virus Ld25A	0	0
Lactobacillus virus Ld3	0	0
Lactobacillus virus Ldl1	0	0
Lactobacillus virus Lenus	0	0
Lactobacillus virus LLKu	0	0
Lactobacillus virus LP65	0	0
Lactobacillus virus Lpa804	0	0
Lactobacillus virus Maenad	0	0
Lactobacillus virus Nyseid	0	0
Lactobacillus virus P1	0	0
Lactobacillus virus phiJL1	0	0
Lactobacillus virus phiLdb	0	0
Lactobacillus virus SAC12	0	0
Lactobacillus virus Satyr	0	0
Lactobacillus virus Semele	0	0
Lactobacillus virus ViSo2018a	0	0
Lactobacillus zeae	0	0
Lactobacillus zhachilii	0	0
Lactobacillus zymae	0	0
Lactococcus garvieae	0	0
Lactococcus lactis	0	0
Lactococcus lactis phage p272	0	0
Lactococcus lactis phage P475	0	0
Lactococcus petauri	0	0
Lactococcus phage 05601	0	0
Lactococcus phage 10W18	0	0
Lactococcus phage 1358	0	0
Lactococcus phage 13W11L	0	0
Lactococcus phage 16802	0	0
Lactococcus phage 16W23	0	0
Lactococcus phage 1706	0	0
Lactococcus phage 28201	0	0
Lactococcus phage 30804	0	0
Lactococcus phage 340	0	0
Lactococcus phage 37201	0	0
Lactococcus phage 38503	0	0
Lactococcus phage 38507	0	0
Lactococcus phage 3R16S	0	0
Lactococcus phage 50101	0	0
Lactococcus phage 50902	0	0
Lactococcus phage 51701	0	0
Lactococcus phage 56003	0	0
Lactococcus phage 56301	0	0
Lactococcus phage 57001	0	0
Lactococcus phage 62503	0	0
Lactococcus phage 62601	0	0
Lactococcus phage 62605	0	0
Lactococcus phage 63301	0	0
Lactococcus phage 63302	0	0
Lactococcus phage 66901	0	0
Lactococcus phage 79201	0	0
Lactococcus phage 88605	0	0
Lactococcus phage 8V08	0	0
Lactococcus phage 936	0	0
Lactococcus phage 936 group phage Phi109	0	0
Lactococcus phage 936 group phage Phi155	0	0
Lactococcus phage 936 group phage Phi19.3	0	0
Lactococcus phage 936 group phage Phi4.2	0	0
Lactococcus phage 936 group phage Phi44	0	0
Lactococcus phage 936 group phage Phi5.12	0	0
Lactococcus phage 936 group phage Phi91127	0	0
Lactococcus phage 936 group phage PhiA.16	0	0
Lactococcus phage 936 group phage PhiB1127	0	0
Lactococcus phage 936 group phage PhiE1127	0	0
Lactococcus phage 936 group phage PhiF0139	0	0
Lactococcus phage 936 group phage PhiJF1	0	0
Lactococcus phage 936 group phage PhiL.18	0	0
Lactococcus phage 936 group phage PhiL.6	0	0
Lactococcus phage 936 group phage PhiLj	0	0
Lactococcus phage 936 group phage PhiM1127	0	0
Lactococcus phage 936 group phage PhiS0139	0	0
Lactococcus phage 949	0	0
Lactococcus phage 96401	0	0
Lactococcus phage 96403	0	0
Lactococcus phage 96603	0	0
Lactococcus phage 98201	0	0
Lactococcus phage AM6	0	0
Lactococcus phage asccphi28	0	0
Lactococcus phage bIL285	0	0
Lactococcus phage bIL286	0	0
Lactococcus phage bIL309	0	0
Lactococcus phage bIL310	0	0
Lactococcus phage bIL311	0	0
Lactococcus phage bIL312	0	0
Lactococcus phage BK5-T	0	0
Lactococcus phage BM13	0	0
Lactococcus phage CaseusJM1	0	0
Lactococcus phage CHPC129	0	0
Lactococcus phage CHPC361	0	0
Lactococcus phage CHPC362	0	0
Lactococcus phage CHPC52	0	0
Lactococcus phage CHPC781	0	0
