# Gene Family	C1	C2
K06412|g__Fusobacterium.s__Fusobacterium_nucleatum	21.3610233241	0
K06412|unclassified	4.5032135831	0
K06442|unclassified	0	5.6640052473
K06518|unclassified	6.4516129032	0
K06878|unclassified	0	6.2861149647
K06894|unclassified	0	3.6932232537
K06895|unclassified	8.487479271	0
K06901|g__Fusobacterium.s__Fusobacterium_nucleatum	15.2506511496	0
K06911|g__Sphingomonas.s__Sphingomonas_melonis	0	8.347245409
K06923|g__Sphingomonas.s__Sphingomonas_melonis	0	5.5632823366
K06929|g__Sphingomonas.s__Sphingomonas_melonis	0	6.0240963855
K06941|g__Fusobacterium.s__Fusobacterium_nucleatum	5.1177072671	0
K06942|g__Fusobacterium.s__Fusobacterium_nucleatum	6.0301507538	0
K06958|g__Fusobacterium.s__Fusobacterium_nucleatum	7.8226857888	0
K06958|g__Sphingomonas.s__Sphingomonas_melonis	0	8.652657602
K06978|g__Sphingomonas.s__Sphingomonas_melonis	0	4.8966267682
K06985|g__Sphingomonas.s__Sphingomonas_melonis	0	7.722007722
K06996|g__Sphingomonas.s__Sphingomonas_melonis	0	8.5836909871
K06997|g__Fusobacterium.s__Fusobacterium_nucleatum	12.2393568647	0
K06997|g__Sphingomonas.s__Sphingomonas_melonis	0	10.1180438449
K07002|unclassified	3.8005331166	0
K07005|unclassified	2.722971974	0
K07010|g__Sphingomonas.s__Sphingomonas_melonis	0	4.7021943574
K07010|unclassified	2.7861428374	0
K07035|unclassified	4.898529195	0
K07042|g__Fusobacterium.s__Fusobacterium_nucleatum	7.7120822622	0
K07042|g__Sphingomonas.s__Sphingomonas_melonis	0	12.1065375303
K07056|g__Fusobacterium.s__Fusobacterium_nucleatum	6.5789473684	0
K07056|unclassified	0	3.6319612591
K07082|g__Sphingomonas.s__Sphingomonas_melonis	0	5.753739931
K07084|g__Fusobacterium.s__Fusobacterium_nucleatum	6.6555740433	0
K07085|unclassified	3.7496491024	0
K07093|g__Sphingomonas.s__Sphingomonas_melonis	0	6.3157894737
K07101|g__Sphingomonas.s__Sphingomonas_melonis	0	7.1599045346
K07106|g__Sphingomonas.s__Sphingomonas_melonis	0	5.0377833753
K07107|g__Sphingomonas.s__Sphingomonas_melonis	0	5.8651026393
K07112|g__Sphingomonas.s__Sphingomonas_melonis	0	6.4935064935
K07115|g__Sphingomonas.s__Sphingomonas_melonis	0	6.8399452804
K07131|unclassified	3.0487804878	0
K07152|g__Sphingomonas.s__Sphingomonas_melonis	0	6.0728744939
K07160|g__Fusobacterium.s__Fusobacterium_nucleatum	16.3204747774	0
K07165|unclassified	0	6.4864864865
K07166|unclassified	0	2.7729749454
K07173|g__Capnocytophaga.s__Capnocytophaga_sputigena	10.5263157895	0
K07192|g__Fusobacterium.s__Fusobacterium_nucleatum	6.4148253742	0
K07223|g__Sphingomonas.s__Sphingomonas_melonis	0	8.78293601
K07238|g__Sphingomonas.s__Sphingomonas_melonis	0	8.5178875639
K07304|g__Sphingomonas.s__Sphingomonas_melonis	0	19.983642987499998
K07315|unclassified	6.0443250504	0
K07336|unclassified	0	4.6213512673
K07386|g__Sphingomonas.s__Sphingomonas_melonis	0	10.8037282956
K07400|g__Haemophilus.s__Haemophilus_parainfluenzae	0	6.1855670103
K07448|g__Capnocytophaga.s__Capnocytophaga_sputigena	9.9255583127	0
K07456|g__Fusobacterium.s__Fusobacterium_nucleatum	8.0464908359	0
K07460|g__Fusobacterium.s__Fusobacterium_nucleatum	15.0217042181	0
K07460|g__Sphingomonas.s__Sphingomonas_melonis	0	18.691588785
K07460|unclassified	3.3672520101	0
K07461|g__Sphingomonas.s__Sphingomonas_melonis	0	16.7364016736
K07478|g__Fusobacterium.s__Fusobacterium_nucleatum	5.3380782918	0
K07491|g__Filifactor.s__Filifactor_alocis	5.3908355795	0
K07507|g__Sphingomonas.s__Sphingomonas_melonis	0	6.4829821718
K07516|g__Sphingomonas.s__Sphingomonas_melonis	0	5.1867219917
K07552|unclassified	0	4.0518638574
K07559|g__Fusobacterium.s__Fusobacterium_nucleatum	6.8181818182	0
K07568|g__Fusobacterium.s__Fusobacterium_nucleatum	6.1976509884	0
K07636|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.547850208	0
K07667|unclassified	0	6.3079860767
K07708|unclassified	0	3.96432111
K07727|g__Sphingomonas.s__Sphingomonas_melonis	0	22.9007633588
K07738|g__Fusobacterium.s__Fusobacterium_nucleatum	8.5714285714	0
K08218|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.9880239521	0
K08296|unclassified	0	1.9801980198
K08316|g__Sphingomonas.s__Sphingomonas_melonis	0	4.5766590389
K08591|g__Sphingomonas.s__Sphingomonas_melonis	0	3.90625
K08591|unclassified	5.4512435066	0
K08679|unclassified	0	5.1695625048
K08968|g__Sphingomonas.s__Sphingomonas_melonis	0	7.8328981723
K08972|g__Capnocytophaga.s__Capnocytophaga_sputigena	9.5958127363	0
K08994|g__Sphingomonas.s__Sphingomonas_melonis	0	8.78293601
K09005|g__Capnocytophaga.s__Capnocytophaga_sputigena	9.6852300242	0
K09022|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.1942446043	0
K09022|g__Fusobacterium.s__Fusobacterium_nucleatum	7.1942446043	0
K09125|g__Fusobacterium.s__Fusobacterium_nucleatum	13.1578947368	0
K09131|g__Sphingomonas.s__Sphingomonas_melonis	0	12.4690616364
K09457|g__Sphingomonas.s__Sphingomonas_melonis	0	16.992120909
K09474|g__Sphingomonas.s__Sphingomonas_melonis	0	6.6445182724
K09710|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	3.6764705882	0
K09710|g__Capnocytophaga.s__Capnocytophaga_sputigena	11.0294117647	0
K09710|g__Sphingomonas.s__Sphingomonas_melonis	0	12.3839009288
K09747|g__Sphingomonas.s__Sphingomonas_melonis	0	17.8571428571
K09748|g__Fusobacterium.s__Fusobacterium_nucleatum	14.837324041	0
K09765|g__Capnocytophaga.s__Capnocytophaga_sputigena	8.166969147	0
K09772|g__Fusobacterium.s__Fusobacterium_nucleatum	5.1027180639	0
K09772|unclassified	4.2643923241	0
K09787|g__Fusobacterium.s__Fusobacterium_nucleatum	18.8679245283	0
K09810|g__Capnocytophaga.s__Capnocytophaga_sputigena	13.986013986	0
K09810|g__Fusobacterium.s__Fusobacterium_nucleatum	10.3806228374	0
K09810|g__Sphingomonas.s__Sphingomonas_melonis	0	6.1000848862
K09811|g__Fusobacterium.s__Fusobacterium_nucleatum	7.2028811525	0
K09861|g__Fusobacterium.s__Fusobacterium_nucleatum	10.8191653787	0
K09903|g__Fusobacterium.s__Fusobacterium_nucleatum	11.9795981311	0
K09949|g__Fusobacterium.s__Fusobacterium_nucleatum	6.3252613245	0
K09951|g__Capnocytophaga.s__Capnocytophaga_sputigena	11.9753806198	0
K09951|g__Haemophilus.s__Haemophilus_sputorum	0	5.1546391753
K09985|g__Sphingomonas.s__Sphingomonas_melonis	0	10.3626943005
K10009|g__Haemophilus.s__Haemophilus_sputorum	0	3.2414910859
K10026|unclassified	0	5.016722408
K10126|unclassified	0	3.9001560062
K10536|g__Sphingomonas.s__Sphingomonas_melonis	0	5.7339449541
K10540|g__Fusobacterium.s__Fusobacterium_nucleatum	8.6393088553	0
K10541|g__Fusobacterium.s__Fusobacterium_nucleatum	5.4347826087	0
K10542|g__Fusobacterium.s__Fusobacterium_nucleatum	6.4148253742	0
K10542|g__Haemophilus.s__Haemophilus_parainfluenzae	0	2.1201413428
K10542|g__Haemophilus.s__Haemophilus_sputorum	0	2.8149190711
K10563|unclassified	0	3.8412291933
K10680|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9405940594
K10764|g__Sphingomonas.s__Sphingomonas_melonis	0	6.3291139241
K10773|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3859964093
K10979|unclassified	0	5.9424821888
K11072|g__Fusobacterium.s__Fusobacterium_nucleatum	7.2744907856	0
K11145|unclassified	9.8104985562	0
K11175|unclassified	4.2927376548	0
K11177|g__Sphingomonas.s__Sphingomonas_melonis	0	6.0889929742
K11178|unclassified	0	4.3103448276
K11206|g__Sphingomonas.s__Sphingomonas_melonis	0	7.7922077922
K11645|g__Sphingomonas.s__Sphingomonas_melonis	0	8.4887983238
K11741|g__Sphingomonas.s__Sphingomonas_melonis	0	4.5248868778
K11749|g__Fusobacterium.s__Fusobacterium_nucleatum	6.9524913094	0
K11753|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9594755662
K11754|g__Fusobacterium.s__Fusobacterium_nucleatum	8.5300800617	0
K11754|unclassified	0	3.1274433151
K11927|g__Sphingomonas.s__Sphingomonas_melonis	0	6.3694267516
K12373|g__Sphingomonas.s__Sphingomonas_melonis	0	5.7268722467
K12524|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.7301038062	0
K12524|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.5510239667	0
K13292|g__Fusobacterium.s__Fusobacterium_nucleatum	6.518904824	0
K13292|g__Sphingomonas.s__Sphingomonas_melonis	0	6.1124694377
K13583|g__Sphingomonas.s__Sphingomonas_melonis	0	6.2327449398
K13588|unclassified	0	4.9180327869
K13590|g__Sphingomonas.s__Sphingomonas_melonis	0	6.0240963855
K13810|g__Sphingomonas.s__Sphingomonas_melonis	0	4.8780487805
K13877|unclassified	0	3.5572640821
K14160|unclassified	0	4.0760869565
K14189|g__Sphingomonas.s__Sphingomonas_melonis	0	4.4117647059
K14392|unclassified	6.3375638552	0
K14652|g__Sphingomonas.s__Sphingomonas_melonis	0	5.7701571069
K14761|g__Fusobacterium.s__Fusobacterium_nucleatum	25.8620689655	0
K15011|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9271803556
K15342|unclassified	4.7920068809	0
K15532|g__Sphingomonas.s__Sphingomonas_melonis	0	7.8973346496
K15581|g__Haemophilus.s__Haemophilus_influenzae	0	1.2180267966
K15581|g__Haemophilus.s__Haemophilus_parainfluenzae	0	4.8721071864
K15724|g__Haemophilus.s__Haemophilus_parainfluenzae	0	4.0322580645
K15724|g__Haemophilus.s__Haemophilus_sputorum	0	4.132231405
K15727|g__Sphingomonas.s__Sphingomonas_melonis	0	4.2992261393
K15746|g__Sphingomonas.s__Sphingomonas_melonis	0	9.6153846154
K15977|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.5573770492	0
K15987|g__Fusobacterium.s__Fusobacterium_nucleatum	8.8449531738	0
K15987|g__Sphingomonas.s__Sphingomonas_melonis	0	6.7665538908
K16074|g__Sphingomonas.s__Sphingomonas_melonis	0	10.5386416862
K16079|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9288537549
K16080|g__Sphingomonas.s__Sphingomonas_melonis	0	6.25
K16091|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.9174311927	0
K16091|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.1269721415	0
K16092|g__Sphingomonas.s__Sphingomonas_melonis	0	4.9288061336
K16210|g__Sphingomonas.s__Sphingomonas_melonis	0	7.1275837491
K16211|g__Sphingomonas.s__Sphingomonas_melonis	0	6.5252854812
K16264|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.6511627907	0
K16264|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9594755662
K16363|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	2.3273855702	0
K16363|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.8789759503	0
K16786|g__Fusobacterium.s__Fusobacterium_nucleatum	10.1336138507	0
K17103|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.305785124	0
K17103|unclassified	0	4.9321824908
K17217|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.75024108	0
K17228|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3134962806
K17828|g__Fusobacterium.s__Fusobacterium_nucleatum	11.6437936408	0
K17836|g__Sphingomonas.s__Sphingomonas_melonis	0	5.1652892562
K17836|unclassified	7.8930078152	0
K18009|g__Sphingomonas.s__Sphingomonas_melonis	0	8.9820359281
K18011|g__Fusobacterium.s__Fusobacterium_nucleatum	8.6705202312	0
K18012|g__Fusobacterium.s__Fusobacterium_nucleatum	11.7270788913	0
K18013|unclassified	7.6530612245	0
K18014|g__Fusobacterium.s__Fusobacterium_nucleatum	16.393442623	0
K18586|g__Sphingomonas.s__Sphingomonas_melonis	0	7.3206442167
K18682|g__Fusobacterium.s__Fusobacterium_nucleatum	11.5964153026	0
K18707|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.6556291391	0
K18707|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.9668874172	0
K18829|g__Haemophilus.s__Haemophilus_influenzae	0	7.4626865672
K18889|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.8259281802	0
K18889|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.467800729	0
K18918|g__Sphingomonas.s__Sphingomonas_melonis	0	8.6206896552
K19091|g__Fusobacterium.s__Fusobacterium_nucleatum	5.7472254654	0
K19157|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	4.7169811321	0
K19158|g__Capnocytophaga.s__Capnocytophaga_sputigena	15.2284263959	0
K19159|g__Fusobacterium.s__Fusobacterium_nucleatum	6.3291139241	0
K19159|g__Sphingomonas.s__Sphingomonas_melonis	0	6.8493150685
K19159|unclassified	6.8965517241	0
K19267|unclassified	0	3.6635917771
K19268|unclassified	9.1354055204	0
K19504|g__Fusobacterium.s__Fusobacterium_nucleatum	10.8877782173	0
K19802|g__Fusobacterium.s__Fusobacterium_nucleatum	7.0564516129	0
K20967|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.5991041433	0
K21053|g__Sphingomonas.s__Sphingomonas_melonis	0	5.5066079295
K21470|g__Sphingomonas.s__Sphingomonas_melonis	0	3.765060241
K21472|unclassified	0	5.3097345133
K21495|unclassified	0	9.4624575754
K21571|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.1312076881	0
K21571|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.8389415656	0
K21572|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.9775873434	0
K21572|g__Capnocytophaga.s__Capnocytophaga_sputigena	25.4875233267	0
K21574|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.6795274483	0
K21574|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.5441402906	0
K21832|unclassified	0	3.8149763722
K21883|g__Sphingomonas.s__Sphingomonas_melonis	0	6.1538461538
K21990|g__Sphingomonas.s__Sphingomonas_melonis	0	4.1899441341
K22024|unclassified	4.1493775934	0
K22110|unclassified	7.4701946142	0
K22617|g__Sphingomonas.s__Sphingomonas_melonis	0	6.4829821718
