# Gene Family	C1	C2
K00882|g__Fusobacterium.s__Fusobacterium_nucleatum	11.598463089	0
K00891|g__Fusobacterium.s__Fusobacterium_nucleatum	7.1599045346	0
K00919|g__Fusobacterium.s__Fusobacterium_nucleatum	10.1910828025	0
K00919|g__Sphingomonas.s__Sphingomonas_melonis	0	8.2079343365
K00925|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.808318264	0
K00925|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.616636528	0
K00925|g__Fusobacterium.s__Fusobacterium_nucleatum	8.2041932543	0
K00927|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.9165902841	0
K00927|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.6663611366	0
K00927|g__Fusobacterium.s__Fusobacterium_nucleatum	7.2727272727	0
K00930|g__Sphingomonas.s__Sphingomonas_melonis	0	8.75
K00936|g__Fusobacterium.s__Fusobacterium_nucleatum	7.3621388524	0
K00937|unclassified	0	3.2848427968
K00939|g__Fusobacterium.s__Fusobacterium_nucleatum	11.385199241	0
K00939|g__Haemophilus.s__Haemophilus_influenzae	0	1.8348623853
K00939|g__Haemophilus.s__Haemophilus_parainfluenzae	0	3.6697247706
K00939|unclassified	4.5854756864	0
K00940|g__Haemophilus.s__Haemophilus_parainfluenzae	0	9.375
K00942|g__Fusobacterium.s__Fusobacterium_nucleatum	14.1508264633	0
K00942|unclassified	0.9918966997	0
K00943|g__Sphingomonas.s__Sphingomonas_melonis	0	8.9285714286
K00948|g__Fusobacterium.s__Fusobacterium_nucleatum	9.4007050529	0
K00951|unclassified	4.4227571675	0
K00955|g__Sphingomonas.s__Sphingomonas_melonis	0	4.4101433297
K00962|g__Fusobacterium.s__Fusobacterium_nucleatum	9.0	0
K00969|g__Sphingomonas.s__Sphingomonas_melonis	0	8.2987551867
K00971|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.160164271	0
K00971|g__Sphingomonas.s__Sphingomonas_melonis	0	4.5248868778
K00973|g__Sphingomonas.s__Sphingomonas_melonis	0	7.2551390568
K00975|g__Fusobacterium.s__Fusobacterium_nucleatum	5.7197330791	0
K00979|g__Fusobacterium.s__Fusobacterium_nucleatum	6.2112655221	0
K00991|g__Fusobacterium.s__Fusobacterium_nucleatum	7.7120822622	0
K00997|g__Sphingomonas.s__Sphingomonas_melonis	0	6.4308681672
K01000|g__Fusobacterium.s__Fusobacterium_nucleatum	5.0709939148	0
K01012|g__Fusobacterium.s__Fusobacterium_nucleatum	4.0691759919	0
K01048|g__Sphingomonas.s__Sphingomonas_melonis	0	6.976744186
K01057|g__Sphingomonas.s__Sphingomonas_melonis	0	4.958677686
K01061|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9366754617
K01061|unclassified	0	4.2313117066
K01069|g__Fusobacterium.s__Fusobacterium_nucleatum	9.5419847328	0
K01070|g__Haemophilus.s__Haemophilus_influenzae	0	0.6727980505
K01070|g__Haemophilus.s__Haemophilus_parainfluenzae	0	1.3736263736
K01070|g__Haemophilus.s__Haemophilus_sputorum	0	2.0744546968
K01070|g__Sphingomonas.s__Sphingomonas_melonis	0	10.9439124487
K01092|g__Sphingomonas.s__Sphingomonas_melonis	0	5.4917928518
K01126|g__Fusobacterium.s__Fusobacterium_nucleatum	9.6321615657	0
K01126|g__Sphingomonas.s__Sphingomonas_melonis	0	7.2765072765
K01129|g__Sphingomonas.s__Sphingomonas_melonis	0	6.5604498594
K01142|g__Haemophilus.s__Haemophilus_sputorum	0	4.2613636364
K01159|g__Fusobacterium.s__Fusobacterium_nucleatum	8.4566596195	0
K01159|g__Sphingomonas.s__Sphingomonas_melonis	0	4.914004914
K01179|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3034767236
K01184|g__Sphingomonas.s__Sphingomonas_melonis	0	6.8927155222
K01187|g__Sphingomonas.s__Sphingomonas_melonis	0	4.7945205479
K01190|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.3261231281	0
K01201|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.5693430657	0
K01207|unclassified	0	6.2042398246
K01241|unclassified	0	5.7061340942
K01255|g__Fusobacterium.s__Fusobacterium_nucleatum	5.9835452506	0
K01255|g__Sphingomonas.s__Sphingomonas_melonis	0	5.8266569556
K01256|g__Sphingomonas.s__Sphingomonas_melonis	0	4.4932601098
K01265|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.6949553337	0
K01265|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.9657021854	0
K01267|unclassified	2.6505954805	0
K01270|g__Fusobacterium.s__Fusobacterium_nucleatum	5.1094890511	0
K01297|g__Sphingomonas.s__Sphingomonas_melonis	0	6.9832402235
K01299|g__Fusobacterium.s__Fusobacterium_nucleatum	8.6268871316	0
K01304|g__Fusobacterium.s__Fusobacterium_nucleatum	7.3394495413	0
K01322|unclassified	0	3.37512054
K01338|g__Sphingomonas.s__Sphingomonas_melonis	0	4.7951176983
K01356|unclassified	0	6.0422960725
K01358|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	5.3571428571	0
K01358|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.5714285714	0
K01358|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5975103734	0
K01409|g__Fusobacterium.s__Fusobacterium_nucleatum	7.5593952484	0
K01420|unclassified	4.8465266559	0
K01424|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	3.14795383	0
K01424|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.1442413628	0
K01424|unclassified	7.0413574163	0
K01425|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.226993865	0
K01425|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.3619631902	0
K01433|g__Sphingomonas.s__Sphingomonas_melonis	0	5.2770448549
K01434|unclassified	0	4.7784535187
K01436|g__Fusobacterium.s__Fusobacterium_nucleatum	7.1813285458	0
K01444|g__Sphingomonas.s__Sphingomonas_melonis	0	4.4943820225
K01462|g__Fusobacterium.s__Fusobacterium_nucleatum	18.8235294118	0
K01462|g__Sphingomonas.s__Sphingomonas_melonis	0	9.5465393795
K01462|unclassified	0	8.3594839609
K01465|g__Fusobacterium.s__Fusobacterium_nucleatum	9.337860781	0
K01465|unclassified	0	3.3726812816
K01468|unclassified	3.4844623167	0
K01479|unclassified	5.4229934924	0
K01491|g__Sphingomonas.s__Sphingomonas_melonis	0	7.1300919007
K01495|g__Fusobacterium.s__Fusobacterium_nucleatum	8.8495575221	0
K01520|g__Fusobacterium.s__Fusobacterium_nucleatum	14.6627565982	0
K01520|g__Sphingomonas.s__Sphingomonas_melonis	0	5.8139534884
K01524|g__Sphingomonas.s__Sphingomonas_melonis	0	5.8522311631
K01524|unclassified	5.3342295896	0
K01585|g__Fusobacterium.s__Fusobacterium_nucleatum	11.9871843676	0
K01586|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.3810391978	0
K01588|g__Sphingomonas.s__Sphingomonas_melonis	0	10.4438642298
K01591|unclassified	5.8910162003	0
K01595|g__Sphingomonas.s__Sphingomonas_melonis	0	4.6421663443
K01597|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.5107296137	0
K01610|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	2.6954177898	0
K01610|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.0431266846	0
K01610|unclassified	5.8327932599	0
K01613|g__Fusobacterium.s__Fusobacterium_nucleatum	7.4719800747	0
K01619|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.3285968028	0
K01623|g__Filifactor.s__Filifactor_alocis	5.076142132	0
K01623|g__Fusobacterium.s__Fusobacterium_nucleatum	5.076142132	0
K01624|g__Haemophilus.s__Haemophilus_influenzae	0	1.0204081633
K01624|g__Haemophilus.s__Haemophilus_parainfluenzae	0	1.0204081633
K01624|g__Haemophilus.s__Haemophilus_sputorum	0	3.0612244898
K01627|g__Fusobacterium.s__Fusobacterium_nucleatum	4.7275359946	0
K01637|g__Sphingomonas.s__Sphingomonas_melonis	0	6.0281312793
K01638|g__Sphingomonas.s__Sphingomonas_melonis	0	3.5371399697
K01644|g__Fusobacterium.s__Fusobacterium_nucleatum	7.4517359597	0
K01647|g__Sphingomonas.s__Sphingomonas_melonis	0	3.3783783784
K01657|g__Sphingomonas.s__Sphingomonas_melonis	0	4.9893086244
K01664|g__Fusobacterium.s__Fusobacterium_nucleatum	9.765625	0
K01668|g__Fusobacterium.s__Fusobacterium_nucleatum	12.470771629	0
K01673|g__Sphingomonas.s__Sphingomonas_melonis	0	11.6861435726
K01681|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.4575645756	0
K01689|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.8382229673	0
K01689|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.8675607712	0
K01689|g__Fusobacterium.s__Fusobacterium_nucleatum	7.468879668	0
K01692|g__Sphingomonas.s__Sphingomonas_melonis	0	4.132231405
K01692|unclassified	0	4.0431266846
K01696|g__Sphingomonas.s__Sphingomonas_melonis	0	4.4130626655
K01698|g__Sphingomonas.s__Sphingomonas_melonis	0	8.9585666293
K01703|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9835452506
K01704|g__Haemophilus.s__Haemophilus_parainfluenzae	0	1.9880715706
K01704|g__Haemophilus.s__Haemophilus_sputorum	0	3.9761431412
K01706|g__Fusobacterium.s__Fusobacterium_nucleatum	5.6956875509	0
K01708|unclassified	4.0458530007	0
K01710|g__Sphingomonas.s__Sphingomonas_melonis	0	5.230125523
K01711|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	3.7807183365	0
K01711|g__Capnocytophaga.s__Capnocytophaga_sputigena	2.8367862517	0
K01738|g__Sphingomonas.s__Sphingomonas_melonis	0	5.1652892562
K01738|unclassified	2.5323709715	0
K01749|g__Fusobacterium.s__Fusobacterium_nucleatum	11.1248454883	0
K01752|unclassified	0	2.7739352526
K01754|g__Fusobacterium.s__Fusobacterium_nucleatum	6.9944719666	0
K01755|g__Sphingomonas.s__Sphingomonas_melonis	0	5.5205047319
K01756|g__Sphingomonas.s__Sphingomonas_melonis	0	6.6061106524
K01759|g__Sphingomonas.s__Sphingomonas_melonis	0	5.7142857143
K01761|g__Fusobacterium.s__Fusobacterium_nucleatum	7.9600874451	0
K01770|g__Fusobacterium.s__Fusobacterium_nucleatum	5.2219321149	0
K01772|g__Sphingomonas.s__Sphingomonas_melonis	0	3.3259423503
K01775|g__Sphingomonas.s__Sphingomonas_melonis	0	6.4794816415
K01775|unclassified	7.3764338287	0
K01776|g__Fusobacterium.s__Fusobacterium_nucleatum	8.6330935252	0
K01803|g__Fusobacterium.s__Fusobacterium_nucleatum	9.1463414634	0
K01803|g__Sphingomonas.s__Sphingomonas_melonis	0	6.1823802164
K01807|g__Sphingomonas.s__Sphingomonas_melonis	0	4.9833887043
K01809|g__Sphingomonas.s__Sphingomonas_melonis	0	8.275862069
K01810|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.9902864859	0
K01810|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.9046600384	0
K01810|unclassified	3.8109756098	0
K01817|g__Sphingomonas.s__Sphingomonas_melonis	0	5.5970149254
K01817|unclassified	0	6.8246223556
K01834|g__Fusobacterium.s__Fusobacterium_nucleatum	8.5178875639	0
K01834|g__Haemophilus.s__Haemophilus_parainfluenzae	0	3.4246575342
K01834|g__Haemophilus.s__Haemophilus_sputorum	0	3.4246575342
K01840|g__Sphingomonas.s__Sphingomonas_melonis	0	5.5205047319
K01843|g__Fusobacterium.s__Fusobacterium_nucleatum	3.3955857385	0
K01844|g__Fusobacterium.s__Fusobacterium_nucleatum	8.9224433768	0
K01845|g__Fusobacterium.s__Fusobacterium_nucleatum	6.6390041494	0
K01866|g__Fusobacterium.s__Fusobacterium_nucleatum	6.3119927863	0
K01868|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	2.169197397	0
K01868|g__Capnocytophaga.s__Capnocytophaga_sputigena	2.9826464208	0
K01868|g__Fusobacterium.s__Fusobacterium_nucleatum	7.7177508269	0
K01869|g__Fusobacterium.s__Fusobacterium_nucleatum	7.0712096995	0
K01870|g__Fusobacterium.s__Fusobacterium_nucleatum	8.5123523585	0
K01872|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.5516969219	0
K01872|g__Fusobacterium.s__Fusobacterium_nucleatum	8.3865814696	0
K01874|g__Fusobacterium.s__Fusobacterium_nucleatum	8.8355083287	0
K01874|unclassified	0	3.9499670836
K01875|g__Fusobacterium.s__Fusobacterium_nucleatum	6.8610634648	0
K01875|g__Sphingomonas.s__Sphingomonas_melonis	0	7.6206604572
K01876|g__Fusobacterium.s__Fusobacterium_nucleatum	5.9559261465	0
K01876|g__Sphingomonas.s__Sphingomonas_melonis	0	6.9728502775
K01878|g__Fusobacterium.s__Fusobacterium_nucleatum	7.7619663648	0
K01878|g__Sphingomonas.s__Sphingomonas_melonis	0	4.0540540541
K01879|g__Fusobacterium.s__Fusobacterium_nucleatum	11.9974891903	0
K01881|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.4503263234	0
K01881|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.2516316171	0
K01881|g__Fusobacterium.s__Fusobacterium_nucleatum	6.5428706617	0
K01885|g__Fusobacterium.s__Fusobacterium_nucleatum	10.1293656489	0
K01885|g__Haemophilus.s__Haemophilus_sputorum	0	5.223880597
K01885|g__Sphingomonas.s__Sphingomonas_melonis	0	5.6542810985
K01887|g__Fusobacterium.s__Fusobacterium_nucleatum	6.8322981366	0
K01889|g__Fusobacterium.s__Fusobacterium_nucleatum	6.5430752454	0
K01889|g__Sphingomonas.s__Sphingomonas_melonis	0	4.9212598425
K01890|g__Fusobacterium.s__Fusobacterium_nucleatum	7.8363082281	0
K01893|g__Fusobacterium.s__Fusobacterium_nucleatum	8.5536547434	0
K01897|g__Sphingomonas.s__Sphingomonas_melonis	0	6.2695924765
K01897|unclassified	4.9966900773	0
K01903|g__Sphingomonas.s__Sphingomonas_melonis	0	5.4545454545
K01916|g__Fusobacterium.s__Fusobacterium_nucleatum	7.3855243722	0
K01921|g__Fusobacterium.s__Fusobacterium_nucleatum	13.0890052356	0
K01923|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	2.3501762632	0
K01923|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.5128805621	0
K01923|g__Sphingomonas.s__Sphingomonas_melonis	0	9.5588235294
K01924|g__Fusobacterium.s__Fusobacterium_nucleatum	8.1673679125	0
K01924|g__Sphingomonas.s__Sphingomonas_melonis	0	4.5489006823
K01928|unclassified	5.6219255095	0
K01929|unclassified	0	4.3636363636
K01933|g__Fusobacterium.s__Fusobacterium_nucleatum	8.6956521739	0
K01933|g__Sphingomonas.s__Sphingomonas_melonis	0	5.905511811
K01935|g__Fusobacterium.s__Fusobacterium_nucleatum	19.6428571429	0
K01935|g__Sphingomonas.s__Sphingomonas_melonis	0	7.722007722
K01937|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.2894736842	0
K01938|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.7397959184	0
K01938|g__Fusobacterium.s__Fusobacterium_nucleatum	15.6358232167	0
K01939|g__Fusobacterium.s__Fusobacterium_nucleatum	11.8845500849	0
K01951|g__Fusobacterium.s__Fusobacterium_nucleatum	11.1188325226	0
K01951|g__Haemophilus.s__Haemophilus_influenzae	0	3.393219288
K01951|g__Haemophilus.s__Haemophilus_sputorum	0	2.7209111468
K01952|g__Sphingomonas.s__Sphingomonas_melonis	0	24.720412935200002
K01952|unclassified	3.6845720166	0
K01955|g__Fusobacterium.s__Fusobacterium_nucleatum	9.5838397304	0
K01956|g__Fusobacterium.s__Fusobacterium_nucleatum	6.160164271	0
K01961|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.798084597	0
K01961|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.1827613727	0
K01962|g__Fusobacterium.s__Fusobacterium_nucleatum	10.6888361045	0
K01962|g__Sphingomonas.s__Sphingomonas_melonis	0	3.5377358491
K01963|g__Fusobacterium.s__Fusobacterium_nucleatum	11.0429447853	0
K01966|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9292763076
K01975|g__Sphingomonas.s__Sphingomonas_melonis	0	5.1546391753
K01990|g__Filifactor.s__Filifactor_alocis	6.5789473684	0
K01990|g__Sphingomonas.s__Sphingomonas_melonis	0	8.4337349398
K01992|g__Sphingomonas.s__Sphingomonas_melonis	0	7.5528700906
K01997|g__Fusobacterium.s__Fusobacterium_nucleatum	8.883248731	0
K02003|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.1635111876	0
K02004|g__Fusobacterium.s__Fusobacterium_nucleatum	14.002377332200002	0
K02005|g__Sphingomonas.s__Sphingomonas_melonis	0	7.7041602465
K02012|g__Fusobacterium.s__Fusobacterium_nucleatum	10.4986247205	0
K02013|g__Fusobacterium.s__Fusobacterium_nucleatum	6.015037594	0
K02013|unclassified	6.7367305997	2.0463847203
K02014|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.5752660922	0
K02014|g__Fusobacterium.s__Fusobacterium_nucleatum	8.6067778375	0
K02014|g__Sphingomonas.s__Sphingomonas_melonis	0	58.173060905899995
K02015|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.5005417118	0
K02015|g__Fusobacterium.s__Fusobacterium_nucleatum	5.753739931	0
K02015|g__Sphingomonas.s__Sphingomonas_melonis	0	4.6674445741
K02036|g__Sphingomonas.s__Sphingomonas_melonis	0	6.0698027314
K02041|g__Fusobacterium.s__Fusobacterium_nucleatum	6.2111801242	0
K02044|unclassified	3.1457354941	0
K02067|g__Sphingomonas.s__Sphingomonas_melonis	0	3.4762456547
K02071|g__Fusobacterium.s__Fusobacterium_nucleatum	9.9118942731	0
K02072|g__Fusobacterium.s__Fusobacterium_nucleatum	9.9667774086	0
K02078|g__Capnocytophaga.s__Capnocytophaga_sputigena	29.197080292	0
K02078|g__Fusobacterium.s__Fusobacterium_nucleatum	23.4375	0
K02110|g__Fusobacterium.s__Fusobacterium_nucleatum	11.7647058824	0
K02111|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.6752194463	0
K02111|g__Capnocytophaga.s__Capnocytophaga_sputigena	2.7008777853	0
K02111|g__Fusobacterium.s__Fusobacterium_nucleatum	7.4114610747	0
K02111|g__Sphingomonas.s__Sphingomonas_melonis	0	6.6433566434
K02112|g__Fusobacterium.s__Fusobacterium_nucleatum	7.7579519007	0
K02113|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3191489362
K02115|g__Fusobacterium.s__Fusobacterium_nucleatum	7.3361342342	0
K02118|g__Fusobacterium.s__Fusobacterium_nucleatum	10.1801096319	0
K02119|g__Fusobacterium.s__Fusobacterium_nucleatum	8.2902314261	0
