# Gene Family	C1_Abundance-RPKs
UniRef90_C9LJS9|g__Alloprevotella.s__Alloprevotella_tannerae	76.9230769231
UniRef90_A8SIB4	76.8256286513
UniRef90_A8SIB4|g__Parvimonas.s__Parvimonas_micra	76.8256286513
UniRef90_F7L235	75.4716981132
UniRef90_F7L235|g__Fusobacterium.s__Fusobacterium_nucleatum	75.4716981132
UniRef90_C9LKK1	75.0000000000
UniRef90_C9LKK1|g__Alloprevotella.s__Alloprevotella_tannerae	75.0000000000
UniRef90_T5LXB6	71.4285714286
UniRef90_T5LXB6|g__Fusobacterium.s__Fusobacterium_nucleatum	71.4285714286
UniRef90_A8SIA8	64.9350649351
UniRef90_A8SIA8|g__Parvimonas.s__Parvimonas_micra	64.9350649351
UniRef90_C3WRB8	63.5817306312
UniRef90_C3WRB8|g__Fusobacterium.s__Fusobacterium_nucleatum	63.5817306312
UniRef90_Q7P6V2	63.1578947368
UniRef90_Q7P6V2|g__Fusobacterium.s__Fusobacterium_nucleatum	63.1578947368
UniRef90_V2Y3P5	62.5000000000
UniRef90_V2Y3P5|g__Catonella.s__Catonella_morbi	62.5000000000
UniRef90_Q8RHE1	60.2409638554
UniRef90_Q8RHE1|g__Fusobacterium.s__Fusobacterium_nucleatum	60.2409638554
UniRef90_F9DAT8	60.0000000000
UniRef90_F9DAT8|g__Prevotella.s__Prevotella_nigrescens	60.0000000000
UniRef90_A8SKF5	57.1428571429
UniRef90_A8SKF5|g__Parvimonas.s__Parvimonas_micra	57.1428571429
UniRef90_C0DZ34	57.1428571429
UniRef90_C0DZ34|g__Eikenella.s__Eikenella_corrodens	57.1428571429
UniRef90_P68997	57.1428571429
UniRef90_P68997|g__Fusobacterium.s__Fusobacterium_nucleatum	57.1428571429
UniRef90_D6BFS3	55.5555555556
UniRef90_D6BFS3|g__Fusobacterium.s__Fusobacterium_nucleatum	55.5555555556
UniRef90_C9LEG8	53.2217211066
UniRef90_C9LEG8|g__Alloprevotella.s__Alloprevotella_tannerae	53.2217211066
UniRef90_C7XTB1	52.4590163934
UniRef90_C7XTB1|g__Fusobacterium.s__Fusobacterium_nucleatum	52.4590163934
UniRef90_Q8RHW7	50.2092050209
UniRef90_Q8RHW7|g__Fusobacterium.s__Fusobacterium_nucleatum	50.2092050209
UniRef90_A8SIS8	50.0000000000
UniRef90_A8SIS8|g__Parvimonas.s__Parvimonas_micra	50.0000000000
UniRef90_C9LD21	50.0000000000
UniRef90_C9LD21|g__Alloprevotella.s__Alloprevotella_tannerae	50.0000000000
UniRef90_M5ISV1	50.0000000000
UniRef90_M5ISV1|g__Campylobacter.s__Campylobacter_showae	50.0000000000
UniRef90_C3WU75	49.6894409938
UniRef90_C3WU75|g__Fusobacterium.s__Fusobacterium_nucleatum	49.6894409938
UniRef90_F9DDK3	48.7804878049
UniRef90_F9DDK3|g__Prevotella.s__Prevotella_nigrescens	48.7804878049
UniRef90_V2Y2K4	48.7804878049
UniRef90_V2Y2K4|g__Catonella.s__Catonella_morbi	48.7804878049
UniRef90_F9DBM8	48.3870967742
UniRef90_F9DBM8|g__Prevotella.s__Prevotella_nigrescens	48.3870967742
UniRef90_F9D8D6	47.6190476190
UniRef90_F9D8D6|g__Prevotella.s__Prevotella_nigrescens	47.6190476190
UniRef90_Q8R6H9	46.1850936065
UniRef90_Q8R6H9|g__Fusobacterium.s__Fusobacterium_nucleatum	46.1850936065
UniRef90_F9DAC4	45.9830866808
UniRef90_F9DAC4|g__Prevotella.s__Prevotella_nigrescens	45.9830866808
UniRef90_E5V4W4	45.4880987200
UniRef90_E5V4W4|g__Gemella.s__Gemella_morbillorum	45.4880987200
UniRef90_F9DB48	45.4545454545
UniRef90_F9DB48|g__Prevotella.s__Prevotella_nigrescens	45.4545454545
UniRef90_G5G8Z0	45.0725440169
UniRef90_G5G8Z0|g__Alloprevotella.s__Alloprevotella_tannerae	45.0725440169
UniRef90_Q8R6F5	44.9456762002
UniRef90_Q8R6F5|g__Fusobacterium.s__Fusobacterium_nucleatum	44.9456762002
UniRef90_C9LDE0	44.1176470588
UniRef90_C9LDE0|g__Alloprevotella.s__Alloprevotella_tannerae	44.1176470588
UniRef90_C9LJ93	43.9560439560
UniRef90_C9LJ93|g__Alloprevotella.s__Alloprevotella_tannerae	43.9560439560
UniRef90_C0DXL8	43.4782608696
UniRef90_C0DXL8|g__Eikenella.s__Eikenella_corrodens	43.4782608696
UniRef90_C0DXT6	43.4782608696
UniRef90_C0DXT6|g__Eikenella.s__Eikenella_corrodens	43.4782608696
UniRef90_X8I2G4	43.4782608696
UniRef90_X8I2G4|g__Fusobacterium.s__Fusobacterium_nucleatum	43.4782608696
UniRef90_Q8RFR5	42.9078192062
UniRef90_Q8RFR5|g__Fusobacterium.s__Fusobacterium_nucleatum	42.9078192062
UniRef90_A5TS55	42.5531914894
UniRef90_A5TS55|g__Fusobacterium.s__Fusobacterium_nucleatum	42.5531914894
UniRef90_F0ICP8	41.4064571676
UniRef90_F0ICP8|unclassified	41.4064571676
UniRef90_Q8RFL2	41.0958904110
UniRef90_Q8RFL2|g__Fusobacterium.s__Fusobacterium_nucleatum	41.0958904110
UniRef90_F7MHX7	40.6478405316
UniRef90_F7MHX7|g__Fusobacterium.s__Fusobacterium_nucleatum	40.6478405316
UniRef90_C0DXV3	40.0000000000
UniRef90_C0DXV3|g__Eikenella.s__Eikenella_corrodens	40.0000000000
UniRef90_C3WV96	40.0000000000
UniRef90_C3WV96|g__Fusobacterium.s__Fusobacterium_nucleatum	40.0000000000
UniRef90_F7MEL9	40.0000000000
UniRef90_F7MEL9|g__Fusobacterium.s__Fusobacterium_nucleatum	40.0000000000
UniRef90_X8HWS8	40.0000000000
UniRef90_X8HWS8|g__Fusobacterium.s__Fusobacterium_nucleatum	40.0000000000
UniRef90_C0DYY5	38.4615384615
UniRef90_C0DYY5|g__Eikenella.s__Eikenella_corrodens	38.4615384615
UniRef90_F9D952	38.4615384615
UniRef90_F9D952|g__Prevotella.s__Prevotella_nigrescens	38.4615384615
UniRef90_I1YTK8	38.4615384615
UniRef90_I1YTK8|g__Prevotella.s__Prevotella_nigrescens	38.4615384615
UniRef90_E5V4W5	38.1544638531
UniRef90_E5V4W5|g__Gemella.s__Gemella_morbillorum	38.1544638531
UniRef90_Q8RHN4	37.7431305959
UniRef90_Q8RHN4|g__Fusobacterium.s__Fusobacterium_nucleatum	37.7431305959
UniRef90_F9DB02	37.7358490566
UniRef90_F9DB02|g__Prevotella.s__Prevotella_nigrescens	37.7358490566
UniRef90_X7SCG9	37.7358490566
UniRef90_X7SCG9|g__Fusobacterium.s__Fusobacterium_nucleatum	37.7358490566
UniRef90_C7XRK7	37.5000000000
UniRef90_C7XRK7|g__Fusobacterium.s__Fusobacterium_nucleatum	37.5000000000
UniRef90_L9PTE0	37.5000000000
UniRef90_L9PTE0|g__Prevotella.s__Prevotella_nigrescens	37.5000000000
UniRef90_F9ERJ1	37.0370370370
UniRef90_F9ERJ1|g__Fusobacterium.s__Fusobacterium_nucleatum	37.0370370370
UniRef90_Q8RIL9	36.8356274490
UniRef90_Q8RIL9|g__Fusobacterium.s__Fusobacterium_nucleatum	36.8356274490
UniRef90_C9LD30	36.5853658537
UniRef90_C9LD30|g__Alloprevotella.s__Alloprevotella_tannerae	36.5853658537
UniRef90_F3XR38	36.5101155017
UniRef90_F3XR38|unclassified	36.5101155017
UniRef90_C3WWG0	36.2819176655
UniRef90_C3WWG0|g__Fusobacterium.s__Fusobacterium_nucleatum	36.2819176655
UniRef90_Q8RIG3	36.1445783133
UniRef90_Q8RIG3|g__Fusobacterium.s__Fusobacterium_nucleatum	36.1445783133
UniRef90_Q8RGH2	35.8565737052
UniRef90_Q8RGH2|g__Fusobacterium.s__Fusobacterium_nucleatum	35.8565737052
UniRef90_C3WUS2	35.5329949239
UniRef90_C3WUS2|g__Fusobacterium.s__Fusobacterium_nucleatum	35.5329949239
UniRef90_A5TY44	35.2941176471
UniRef90_A5TY44|g__Fusobacterium.s__Fusobacterium_nucleatum	35.2941176471
UniRef90_C3WWP5	34.9650349650
UniRef90_C3WWP5|g__Fusobacterium.s__Fusobacterium_nucleatum	34.9650349650
UniRef90_A5TS79	34.8718016525
UniRef90_A5TS79|g__Fusobacterium.s__Fusobacterium_nucleatum	34.8718016525
UniRef90_X8HNA5	34.7593582888
UniRef90_X8HNA5|g__Fusobacterium.s__Fusobacterium_nucleatum	34.7593582888
UniRef90_C7XN61	34.5864661654
UniRef90_C7XN61|g__Fusobacterium.s__Fusobacterium_nucleatum	18.0451127820
UniRef90_C7XN61|g__Solobacterium.s__Solobacterium_moorei	13.5338345865
UniRef90_C7XN61|g__Parvimonas.s__Parvimonas_micra	3.0075187970
UniRef90_C3WW14	34.5821325648
UniRef90_C3WW14|g__Fusobacterium.s__Fusobacterium_nucleatum	34.5821325648
UniRef90_C0DRT3	34.4827586207
UniRef90_C0DRT3|g__Eikenella.s__Eikenella_corrodens	34.4827586207
UniRef90_C0DXK8	34.4827586207
UniRef90_C0DXK8|g__Eikenella.s__Eikenella_corrodens	34.4827586207
UniRef90_D6LJ93	34.4827586207
UniRef90_D6LJ93|g__Fusobacterium.s__Fusobacterium_nucleatum	34.4827586207
UniRef90_F9DD54	34.4827586207
UniRef90_F9DD54|g__Prevotella.s__Prevotella_nigrescens	34.4827586207
UniRef90_V2XM51	34.4827586207
UniRef90_V2XM51|g__Catonella.s__Catonella_morbi	34.4827586207
UniRef90_V8CIA0	34.4827586207
UniRef90_V8CIA0|g__Prevotella.s__Prevotella_nigrescens	34.4827586207
UniRef90_D4CU22	34.2857142857
UniRef90_D4CU22|g__Fusobacterium.s__Fusobacterium_nucleatum	34.2857142857
UniRef90_R9R9Q2	34.0149851734
UniRef90_R9R9Q2|g__Fusobacterium.s__Fusobacterium_nucleatum	34.0149851734
UniRef90_F9DAX8	33.8983050847
UniRef90_F9DAX8|g__Prevotella.s__Prevotella_nigrescens	33.8983050847
UniRef90_J8V2S1	33.6134453782
UniRef90_J8V2S1|g__Fusobacterium.s__Fusobacterium_nucleatum	33.6134453782
UniRef90_F7ME58	33.2123758594
UniRef90_F7ME58|g__Fusobacterium.s__Fusobacterium_nucleatum	33.2123758594
UniRef90_R9R9A3	33.1023567334
UniRef90_R9R9A3|g__Fusobacterium.s__Fusobacterium_nucleatum	33.1023567334
UniRef90_V8CH43	33.0869605730
UniRef90_V8CH43|g__Prevotella.s__Prevotella_nigrescens	33.0869605730
UniRef90_R5JHT0	32.9965425631
UniRef90_R5JHT0|unclassified	32.9965425631
UniRef90_Q8REF0	32.9356531345
UniRef90_Q8REF0|g__Fusobacterium.s__Fusobacterium_nucleatum	32.9356531345
UniRef90_Q8RIH3	32.9113924051
UniRef90_Q8RIH3|g__Fusobacterium.s__Fusobacterium_nucleatum	32.9113924051
UniRef90_Q8RIG4	32.8947368421
UniRef90_Q8RIG4|g__Fusobacterium.s__Fusobacterium_nucleatum	32.8947368421
UniRef90_P58856	32.6455001323
UniRef90_P58856|g__Fusobacterium.s__Fusobacterium_nucleatum	32.6455001323
UniRef90_D7NBJ2	32.6086956522
UniRef90_D7NBJ2|g__Prevotella.s__Prevotella_nigrescens	32.6086956522
UniRef90_Q8RHJ4	32.3450134771
UniRef90_Q8RHJ4|g__Fusobacterium.s__Fusobacterium_nucleatum	32.3450134771
UniRef90_L9PY92	32.2580645161
UniRef90_L9PY92|g__Prevotella.s__Prevotella_nigrescens	32.2580645161
UniRef90_X8I198	32.0411794611
UniRef90_X8I198|g__Fusobacterium.s__Fusobacterium_nucleatum	32.0411794611
UniRef90_C6RGP5	31.3852167909
UniRef90_C6RGP5|g__Campylobacter.s__Campylobacter_showae	31.3852167909
UniRef90_C0DYN1	31.2500000000
UniRef90_C0DYN1|g__Eikenella.s__Eikenella_corrodens	31.2500000000
UniRef90_C9LHI3	31.2500000000
UniRef90_C9LHI3|g__Alloprevotella.s__Alloprevotella_tannerae	31.2500000000
UniRef90_C9LJB5	31.2500000000
UniRef90_C9LJB5|g__Alloprevotella.s__Alloprevotella_tannerae	31.2500000000
UniRef90_C9LJL2	31.2500000000
UniRef90_C9LJL2|g__Alloprevotella.s__Alloprevotella_tannerae	31.2500000000
UniRef90_F9DB20	31.2500000000
UniRef90_F9DB20|g__Prevotella.s__Prevotella_nigrescens	31.2500000000
UniRef90_V7IFY2	31.2500000000
UniRef90_V7IFY2|g__Eikenella.s__Eikenella_corrodens	31.2500000000
UniRef90_L1P9C6	31.2045195759
UniRef90_L1P9C6|unclassified	31.2045195759
UniRef90_J8S239	31.0346105388
UniRef90_J8S239|g__Fusobacterium.s__Fusobacterium_nucleatum	31.0346105388
UniRef90_Q8RG75	31.0262518427
UniRef90_Q8RG75|g__Fusobacterium.s__Fusobacterium_nucleatum	31.0262518427
UniRef90_Q8RIG8	30.8433659474
UniRef90_Q8RIG8|g__Fusobacterium.s__Fusobacterium_nucleatum	30.8433659474
UniRef90_A5TT43	30.7692307692
UniRef90_A5TT43|g__Fusobacterium.s__Fusobacterium_nucleatum	30.7692307692
UniRef90_J8VCR8	30.7377049180
UniRef90_J8VCR8|g__Fusobacterium.s__Fusobacterium_nucleatum	30.7377049180
UniRef90_X7RWL3	30.6122448980
UniRef90_X7RWL3|g__Fusobacterium.s__Fusobacterium_nucleatum	30.6122448980
UniRef90_C3WSK4	30.3030303030
UniRef90_C3WSK4|g__Fusobacterium.s__Fusobacterium_nucleatum	30.3030303030
UniRef90_F0ICS8	29.9003322259
UniRef90_F0ICS8|unclassified	29.9003322259
UniRef90_J8VJN0	29.8507462687
UniRef90_J8VJN0|g__Fusobacterium.s__Fusobacterium_nucleatum	29.8507462687
UniRef90_Q8RH89	29.8076923077
UniRef90_Q8RH89|g__Fusobacterium.s__Fusobacterium_nucleatum	29.8076923077
UniRef90_Q8R5Z9	29.5983086681
UniRef90_Q8R5Z9|g__Fusobacterium.s__Fusobacterium_nucleatum	29.5983086681
UniRef90_C3WYV5	29.5715910527
UniRef90_C3WYV5|g__Fusobacterium.s__Fusobacterium_nucleatum	29.5715910527
UniRef90_F9DC38	29.4117647059
UniRef90_F9DC38|g__Prevotella.s__Prevotella_nigrescens	29.4117647059
UniRef90_Q8RG89	29.0248910620
UniRef90_Q8RG89|g__Fusobacterium.s__Fusobacterium_nucleatum	29.0248910620
UniRef90_C7XRW1	29.0228245586
UniRef90_C7XRW1|g__Fusobacterium.s__Fusobacterium_nucleatum	29.0228245586
UniRef90_Q8R5Z7	28.8776140762
UniRef90_Q8R5Z7|g__Fusobacterium.s__Fusobacterium_nucleatum	28.8776140762
UniRef90_A5TVW7	28.8370257384
UniRef90_A5TVW7|g__Fusobacterium.s__Fusobacterium_nucleatum	28.8370257384
UniRef90_C7XRR3	28.7769784173
UniRef90_C7XRR3|g__Fusobacterium.s__Fusobacterium_nucleatum	28.7769784173
UniRef90_Q8RGP8	28.7761188286
UniRef90_Q8RGP8|g__Fusobacterium.s__Fusobacterium_nucleatum	28.7761188286
UniRef90_X7SEC7	28.7206266319
UniRef90_X7SEC7|g__Fusobacterium.s__Fusobacterium_nucleatum	28.7206266319
UniRef90_Q8RHS2	28.7081339713
UniRef90_Q8RHS2|g__Fusobacterium.s__Fusobacterium_nucleatum	28.7081339713
UniRef90_C3WZJ6	28.6624203822
UniRef90_C3WZJ6|g__Fusobacterium.s__Fusobacterium_nucleatum	28.6624203822
UniRef90_C6RDC9	28.5714285714
UniRef90_C6RDC9|g__Campylobacter.s__Campylobacter_showae	28.5714285714
UniRef90_C6RDT9	28.5714285714
UniRef90_C6RDT9|g__Campylobacter.s__Campylobacter_showae	28.5714285714
UniRef90_A5TW13	28.5655205010
UniRef90_A5TW13|g__Fusobacterium.s__Fusobacterium_nucleatum	28.5655205010
UniRef90_Q8RDV6	28.1720616237
UniRef90_Q8RDV6|g__Fusobacterium.s__Fusobacterium_nucleatum	28.1720616237
UniRef90_F9DDQ6	28.1690140845
UniRef90_F9DDQ6|g__Prevotella.s__Prevotella_nigrescens	28.1690140845
UniRef90_F9EJR6	28.1690140845
UniRef90_F9EJR6|g__Fusobacterium.s__Fusobacterium_nucleatum	28.1690140845
UniRef90_F9EMM3	28.1690140845
UniRef90_F9EMM3|g__Fusobacterium.s__Fusobacterium_nucleatum	28.1690140845
UniRef90_L9PTV5	28.1690140845
UniRef90_L9PTV5|g__Prevotella.s__Prevotella_nigrescens	28.1690140845
UniRef90_R9R979	28.0465204330
UniRef90_R9R979|g__Fusobacterium.s__Fusobacterium_nucleatum	28.0465204330
UniRef90_I1YX15	27.9720279720
UniRef90_I1YX15|g__Prevotella.s__Prevotella_nigrescens	27.9720279720
UniRef90_B9D099	27.7567116639
UniRef90_B9D099|g__Campylobacter.s__Campylobacter_showae	27.7567116639
UniRef90_J8V2Q7	27.7051368003
UniRef90_J8V2Q7|g__Fusobacterium.s__Fusobacterium_nucleatum	27.7051368003
UniRef90_C7M4H4	27.6980874528
UniRef90_C7M4H4|unclassified	27.6980874528
UniRef90_X8IBI9	27.6381909548
UniRef90_X8IBI9|g__Fusobacterium.s__Fusobacterium_nucleatum	27.6381909548
UniRef90_C7XRM0	27.5739795750
UniRef90_C7XRM0|g__Fusobacterium.s__Fusobacterium_nucleatum	27.5739795750
UniRef90_Q8RH44	27.5280290310
UniRef90_Q8RH44|g__Fusobacterium.s__Fusobacterium_nucleatum	27.5280290310
UniRef90_S3BJV8	27.5140480729
UniRef90_S3BJV8|unclassified	27.5140480729
UniRef90_A5TUJ9	27.5129805993
UniRef90_A5TUJ9|g__Fusobacterium.s__Fusobacterium_nucleatum	27.5129805993
UniRef90_Q8RH88	27.4725274725
UniRef90_Q8RH88|g__Fusobacterium.s__Fusobacterium_nucleatum	27.4725274725
UniRef90_X8HN46	27.4725274725
UniRef90_X8HN46|g__Fusobacterium.s__Fusobacterium_nucleatum	27.4725274725
UniRef90_Q8RHF4	27.3590242378
UniRef90_Q8RHF4|g__Fusobacterium.s__Fusobacterium_nucleatum	27.3590242378
UniRef90_Q8RHH8	27.3464124528
UniRef90_Q8RHH8|g__Fusobacterium.s__Fusobacterium_nucleatum	27.3464124528
UniRef90_S2WQX8	27.1739130435
UniRef90_S2WQX8|unclassified	27.1739130435
UniRef90_C9LD09	27.0270270270
UniRef90_C9LD09|g__Alloprevotella.s__Alloprevotella_tannerae	27.0270270270
UniRef90_Q8R6B0	27.0270270270
UniRef90_Q8R6B0|g__Fusobacterium.s__Fusobacterium_nucleatum	27.0270270270
UniRef90_Q8RHJ8	26.9709543568
UniRef90_Q8RHJ8|g__Fusobacterium.s__Fusobacterium_nucleatum	26.9709543568
UniRef90_X8I3W5	26.9058295964
UniRef90_X8I3W5|g__Fusobacterium.s__Fusobacterium_nucleatum	26.9058295964
UniRef90_Q8RGG9	26.8567874911
UniRef90_Q8RGG9|g__Fusobacterium.s__Fusobacterium_nucleatum	26.8567874911
UniRef90_A5TV68	26.8306686902
UniRef90_A5TV68|g__Fusobacterium.s__Fusobacterium_nucleatum	26.8306686902
UniRef90_C7XQW2	26.7558528428
UniRef90_C7XQW2|g__Fusobacterium.s__Fusobacterium_nucleatum	26.7558528428
UniRef90_Q8RIG9	26.5957446809
UniRef90_Q8RIG9|g__Fusobacterium.s__Fusobacterium_nucleatum	26.5957446809
UniRef90_C7XSR9	26.5676010357
UniRef90_C7XSR9|g__Fusobacterium.s__Fusobacterium_nucleatum	26.5676010357
UniRef90_Q8REE4	26.5664692922
UniRef90_Q8REE4|g__Fusobacterium.s__Fusobacterium_nucleatum	26.5664692922
UniRef90_F9DBG9	26.3157894737
UniRef90_F9DBG9|g__Prevotella.s__Prevotella_nigrescens	26.3157894737
UniRef90_M5INF2	26.3157894737
UniRef90_M5INF2|g__Campylobacter.s__Campylobacter_showae	26.3157894737
UniRef90_V2Y0R7	26.3157894737
UniRef90_V2Y0R7|g__Catonella.s__Catonella_morbi	26.3157894737
UniRef90_C3WYK0	26.2406789583
UniRef90_C3WYK0|g__Fusobacterium.s__Fusobacterium_nucleatum	26.2406789583
UniRef90_Q8RHI9	26.2008733624
UniRef90_Q8RHI9|g__Fusobacterium.s__Fusobacterium_nucleatum	26.2008733624
UniRef90_C3X0W5	26.1164955641
UniRef90_C3X0W5|g__Fusobacterium.s__Fusobacterium_nucleatum	26.1164955641
UniRef90_S3C2J6	26.0984850498
UniRef90_S3C2J6|unclassified	26.0984850498
UniRef90_Q8RHE7	26.0336337452
UniRef90_Q8RHE7|g__Fusobacterium.s__Fusobacterium_nucleatum	26.0336337452
UniRef90_C7XSC2	26.0223048327
UniRef90_C7XSC2|g__Fusobacterium.s__Fusobacterium_nucleatum	26.0223048327
UniRef90_Q8RII7	26.0115606936
UniRef90_Q8RII7|g__Fusobacterium.s__Fusobacterium_nucleatum	26.0115606936
UniRef90_C3WY95	26.0017104842
UniRef90_C3WY95|g__Fusobacterium.s__Fusobacterium_nucleatum	26.0017104842
UniRef90_A8SLW6	25.9740259740
UniRef90_A8SLW6|g__Parvimonas.s__Parvimonas_micra	25.9740259740
UniRef90_R5X6C7	25.9740259740
UniRef90_R5X6C7|g__Fusobacterium.s__Fusobacterium_nucleatum	25.9740259740
UniRef90_Q8RGA2	25.8992596960
UniRef90_Q8RGA2|g__Fusobacterium.s__Fusobacterium_nucleatum	25.8992596960
UniRef90_E2N339	25.8900448662
UniRef90_E2N339|unclassified	25.8900448662
UniRef90_D4CUN9	25.8620689655
UniRef90_D4CUN9|g__Fusobacterium.s__Fusobacterium_nucleatum	25.8620689655
UniRef90_Q8RIA0	25.8620689655
UniRef90_Q8RIA0|g__Fusobacterium.s__Fusobacterium_nucleatum	25.8620689655
UniRef90_A5TXF6	25.8449304175
UniRef90_A5TXF6|g__Fusobacterium.s__Fusobacterium_nucleatum	25.8449304175
UniRef90_Q8RH25	25.7142857143
UniRef90_Q8RH25|g__Fusobacterium.s__Fusobacterium_nucleatum	25.7142857143
UniRef90_F2KUR6	25.6948933420
UniRef90_F2KUR6|g__Alloprevotella.s__Alloprevotella_tannerae	25.6948933420
UniRef90_Q8RGH6	25.5840832351
UniRef90_Q8RGH6|g__Fusobacterium.s__Fusobacterium_nucleatum	25.5840832351
UniRef90_C9LJ62	25.5241017110
UniRef90_C9LJ62|g__Alloprevotella.s__Alloprevotella_tannerae	25.5241017110
UniRef90_U7TQS7	25.4673744128
UniRef90_U7TQS7|g__Fusobacterium.s__Fusobacterium_nucleatum	25.4673744128
UniRef90_A5TVE2	25.4601472471
UniRef90_A5TVE2|g__Fusobacterium.s__Fusobacterium_nucleatum	25.4601472471
UniRef90_C7XS03	25.4149385463
UniRef90_C7XS03|g__Fusobacterium.s__Fusobacterium_nucleatum	25.4149385463
UniRef90_F0FB89	25.3622452120
UniRef90_F0FB89|unclassified	25.3622452120
UniRef90_U2C6F5	25.3525138869
UniRef90_U2C6F5|unclassified	25.3525138869
UniRef90_A5TTA9	25.3164556962
UniRef90_A5TTA9|g__Fusobacterium.s__Fusobacterium_nucleatum	25.3164556962
UniRef90_Q8RHD9	25.2225519288
UniRef90_Q8RHD9|g__Fusobacterium.s__Fusobacterium_nucleatum	25.2225519288
UniRef90_J8V5R2	25.2161383285
UniRef90_J8V5R2|g__Fusobacterium.s__Fusobacterium_nucleatum	25.2161383285
UniRef90_Q8RIE4	25.2100840336
UniRef90_Q8RIE4|g__Fusobacterium.s__Fusobacterium_nucleatum	25.2100840336
UniRef90_Q8RHA4	25.0928054396
UniRef90_Q8RHA4|g__Fusobacterium.s__Fusobacterium_nucleatum	25.0928054396
UniRef90_Q7P337	25.0000000000
UniRef90_Q7P337|g__Fusobacterium.s__Fusobacterium_nucleatum	25.0000000000
UniRef90_J8VIP7	25.0000000000
UniRef90_J8VIP7|g__Fusobacterium.s__Fusobacterium_nucleatum	25.0000000000
UniRef90_C7XRL0	24.9779096185
UniRef90_C7XRL0|g__Fusobacterium.s__Fusobacterium_nucleatum	24.9779096185
UniRef90_Q8RI98	24.9753657242
UniRef90_Q8RI98|g__Fusobacterium.s__Fusobacterium_nucleatum	24.9753657242
UniRef90_Q8RG62	24.9250749251
UniRef90_Q8RG62|g__Fusobacterium.s__Fusobacterium_nucleatum	24.9250749251
UniRef90_J8V9Z9	24.9169435216
UniRef90_J8V9Z9|g__Fusobacterium.s__Fusobacterium_nucleatum	24.9169435216
UniRef90_Q8RDQ4	24.8521990882
UniRef90_Q8RDQ4|g__Fusobacterium.s__Fusobacterium_nucleatum	24.8521990882
UniRef90_C3WUX8	24.7919122638
UniRef90_C3WUX8|g__Fusobacterium.s__Fusobacterium_nucleatum	24.7919122638
UniRef90_C3WW70	24.7678018576
UniRef90_C3WW70|g__Fusobacterium.s__Fusobacterium_nucleatum	24.7678018576
UniRef90_Q8RHN0	24.7015204694
UniRef90_Q8RHN0|g__Fusobacterium.s__Fusobacterium_nucleatum	24.7015204694
UniRef90_K1G3P4	24.5901639344
UniRef90_K1G3P4|g__Alloprevotella.s__Alloprevotella_tannerae	24.5901639344
UniRef90_A5TSP2	24.5703281131
UniRef90_A5TSP2|g__Fusobacterium.s__Fusobacterium_nucleatum	24.5703281131
UniRef90_X8HSM2	24.5685522531
UniRef90_X8HSM2|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8571428571
UniRef90_X8HSM2|unclassified	6.7114093960
UniRef90_Q8RH41	24.5518244285
UniRef90_Q8RH41|g__Fusobacterium.s__Fusobacterium_nucleatum	24.5518244285
UniRef90_F7MD34	24.4581850043
UniRef90_F7MD34|g__Fusobacterium.s__Fusobacterium_nucleatum	24.4581850043
UniRef90_A5TXU1	24.3902439024
