#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia	0.0	0.0	0.0	3.63255	0.0	0.0	0.0	0.0	7.56978	2.66114	27.52406	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB1843	0.0	0.0	0.0	1.62813	0.87383	0.0	0.0	0.0	0.0	0.39642	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus	0.0	0.0	0.0	11.4485	0.0	0.0	0.0	0.0	0.0	35.33441	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0.0	0.0	0.0	4.21787	0.0	0.0	0.0	0.40245	0.0	2.54197	0.25496	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.0	0.0	0.0	3.63255	0.0	0.0	0.0	0.0	7.56978	2.66114	27.52406	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0.0	0.0	0.0	2.92749	0.0	0.0	0.0	0.40287	6.30716	0.47485	17.82084	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans	0.0	0.0	0.0	2.52411	0.0	0.0	0.0	0.0	0.0	4.94967	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0.0	0.0	0.0	2.14962	1.51613	1.46773	38.59051	0.0	0.0	5.95757	2.19075	3.9544
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB1843|s__GGB1843_SGB2524	0.0	0.0	0.0	1.62813	0.0	0.0	0.0	0.0	0.0	0.39642	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.0	0.0	0.0	1.15034	0.0	0.0	0.0	10.13263	0.0	0.0	1.94829	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus|t__SGB9632	0.0	0.0	0.0	11.4485	0.0	0.0	0.0	0.0	0.0	35.33441	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__SGB8071	0.0	0.0	0.0	4.21787	0.0	0.0	0.0	0.40245	0.0	2.54197	0.25496	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__SGB16971_group	0.0	0.0	0.0	3.63255	0.0	0.0	0.0	0.0	7.56978	2.66114	27.52406	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae|t__SGB6956	0.0	0.0	0.0	2.92749	0.0	0.0	0.0	0.40287	6.30716	0.47485	17.82084	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans|t__SGB7285_group	0.0	0.0	0.0	2.52411	0.0	0.0	0.0	0.0	0.0	4.94967	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB1843|s__GGB1843_SGB2524|t__SGB2524	0.0	0.0	0.0	1.62813	0.0	0.0	0.0	0.0	0.0	0.39642	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8180_group	0.0	0.0	0.0	1.47046	0.0	0.0	4.0657	0.0	0.0	5.73633	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__SGB6952	0.0	0.0	0.0	1.15034	0.0	0.0	0.0	10.13263	0.0	0.0	1.94829	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8168	0.0	0.0	0.0	0.67916	0.0	1.46773	0.88988	0.0	0.0	0.0	2.19075	3.9544
k__Bacteria|p__Proteobacteria|c__CFGB4196	0.0	0.0	0.0	0.0	9.58807	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.0	0.0	0.0	0.0	2.01793	2.86802	0.0	0.0	0.0	0.0	0.0	3.57232
k__Bacteria|p__Proteobacteria|c__CFGB4196|o__OFGB4196	0.0	0.0	0.0	0.0	9.58807	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.0	0.0	0.0	0.0	2.01793	2.86802	0.0	0.0	0.0	0.0	0.0	3.57232
k__Bacteria|p__Proteobacteria|c__CFGB4196|o__OFGB4196|f__FGB4196	0.0	0.0	0.0	0.0	9.58807	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.0	0.0	0.0	0.0	2.01793	2.86802	0.0	0.0	0.0	0.0	0.0	3.57232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.51783	0.0	0.0	0.0	3.40741	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB4196|o__OFGB4196|f__FGB4196|g__GGB12441	0.0	0.0	0.0	0.0	9.58807	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0.0	0.0	0.0	0.0	2.01793	2.86802	0.0	0.0	0.0	0.0	0.0	3.57232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.0	0.0	0.0	0.0	0.51783	0.0	0.0	0.0	3.40741	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB4196|o__OFGB4196|f__FGB4196|g__GGB12441|s__GGB12441_SGB19290	0.0	0.0	0.0	0.0	9.58807	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_massiliensis	0.0	0.0	0.0	0.0	3.30166	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nanceiensis	0.0	0.0	0.0	0.0	2.36464	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_SGB96438	0.0	0.0	0.0	0.0	2.01793	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB1843|s__GGB1843_SGB2516	0.0	0.0	0.0	0.0	0.87383	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_SGB8239	0.0	0.0	0.0	0.0	0.51783	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB4196|o__OFGB4196|f__FGB4196|g__GGB12441|s__GGB12441_SGB19290|t__SGB19290_group	0.0	0.0	0.0	0.0	9.58807	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_massiliensis|t__SGB6063	0.0	0.0	0.0	0.0	3.30166	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nanceiensis|t__SGB1536_group	0.0	0.0	0.0	0.0	2.36464	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_SGB96438|t__SGB96438	0.0	0.0	0.0	0.0	2.01793	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8154	0.0	0.0	0.0	0.0	1.51613	0.0	33.63493	0.0	0.0	0.22124	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB1843|s__GGB1843_SGB2516|t__SGB2516	0.0	0.0	0.0	0.0	0.87383	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_SGB8239|t__SGB8239_group	0.0	0.0	0.0	0.0	0.51783	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.0	0.0	0.0	0.0	0.0	1.208	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	0.0	0.0	0.0	0.0	0.0	1.208	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	0.0	0.0	0.0	0.0	0.0	0.58813	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144	0.0	0.0	0.0	0.0	0.0	1.92283	3.07752	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas	0.0	0.0	0.0	0.0	0.0	1.208	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.0	0.0	0.0	0.0	0.58813	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.0	0.0	0.0	0.0	0.0	23.41454	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0.0	0.0	0.0	0.0	0.0	2.86802	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens	0.0	0.0	0.0	0.0	0.0	2.09062	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144|s__GGB1144_SGB1468	0.0	0.0	0.0	0.0	0.0	1.92283	3.07752	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_SGB5880	0.0	0.0	0.0	0.0	0.0	1.208	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei	0.0	0.0	0.0	0.0	0.0	0.69204	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci	0.0	0.0	0.0	0.0	0.0	0.58813	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae	0.0	0.0	0.0	0.0	0.0	0.32441	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936	0.0	0.0	0.0	0.0	0.0	23.41454	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus|t__SGB19351_group	0.0	0.0	0.0	0.0	0.0	2.86802	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens|t__SGB1564	0.0	0.0	0.0	0.0	0.0	2.09062	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144|s__GGB1144_SGB1468|t__SGB1468	0.0	0.0	0.0	0.0	0.0	1.92283	3.07752	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_SGB5880|t__SGB5880	0.0	0.0	0.0	0.0	0.0	1.208	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei|t__SGB6055	0.0	0.0	0.0	0.0	0.0	0.69204	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci|t__SGB3934_group	0.0	0.0	0.0	0.0	0.0	0.58813	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__SGB6013	0.0	0.0	0.0	0.0	0.0	0.36597	0.0	0.0	0.0	0.0	0.0	3.42354
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae|t__SGB1522	0.0	0.0	0.0	0.0	0.0	0.32441	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.65653	0.0	0.0	0.0	0.0	3.56594
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.65653	0.0	0.0	0.0	0.0	3.56594
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.0	0.0	0.0	0.0	0.0	0.0	1.48502	7.6872	2.61737	0.0	5.25778	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.65653	0.0	0.0	0.0	0.0	3.56594
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.48502	7.6872	2.61737	0.0	5.25778	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.65653	0.0	0.0	0.0	0.0	3.56594
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1088	0.0	0.0	0.0	0.0	0.0	0.0	12.20647	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.0	0.0	0.0	0.0	0.0	0.0	1.48502	7.6872	0.0	0.0	5.25778	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.65653	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1088|s__GGB1088_SGB1395	0.0	0.0	0.0	0.0	0.0	0.0	12.20647	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_SGB2480	0.0	0.0	0.0	0.0	0.0	0.0	5.03494	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis	0.0	0.0	0.0	0.0	0.0	0.0	1.48502	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19847	0.0	0.0	0.0	0.0	0.0	0.0	0.65653	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1088|s__GGB1088_SGB1395|t__SGB1395_group	0.0	0.0	0.0	0.0	0.0	0.0	12.20647	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_SGB2480|t__SGB2480	0.0	0.0	0.0	0.0	0.0	0.0	5.03494	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis|t__SGB17152	0.0	0.0	0.0	0.0	0.0	0.0	1.48502	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19847|t__SGB19847	0.0	0.0	0.0	0.0	0.0	0.0	0.65653	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59797	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50534	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12685	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.67902	0.0	0.0	0.0	2.40142
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59797	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50534	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12685	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71047	0.0	0.0	0.0	10.57549
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.67902	0.0	0.0	0.0	2.40142
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59797	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50534	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12685	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71047	0.0	0.0	0.0	10.57549
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.67902	0.0	0.0	0.0	2.40142
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59797	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_propionica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50534	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_SGB9419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12685	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6872	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08504	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42275	0.0	0.0	0.0	11.00322
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_serpentiformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71047	0.0	0.0	0.0	10.57549
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii|t__SGB17007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.67902	0.0	0.0	0.0	2.40142
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis|t__SGB13165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59797	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_propionica|t__SGB15897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50534	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_SGB9419|t__SGB9419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12685	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris|t__SGB15878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6872	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii|t__SGB8053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08504	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42275	0.0	0.0	0.0	11.00322
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_serpentiformis|t__SGB2048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71047	0.0	0.0	0.0	10.57549
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61737	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.09023	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.74646	0.0	0.34974	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.40419	0.0	3.1785	0.0
