ID	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia	0.9297	0.6029	4.05798	2.80262	2.80474	3.58344	4.64467	0.0	0.01762	0.0	0.00049	39.818	39.81913	30.52039	44.75936	23.65144	36.47471	0.58409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Gallibacter	0.83257	0.0	0.0	0.01707	0.0	0.02312	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	0.65878	0.60873	3.88912	4.13905	2.04422	2.22566	3.40277	0.0	0.80858	0.02032	0.0	0.0	0.00408	0.05024	0.26528	1.32775	0.31073	2.98378
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602	0.54753	0.3404	0.0406	0.0	0.0	0.0	0.0	0.26757	0.0	0.0	0.01862	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB6554	0.52506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas	0.52334	0.37093	0.07768	0.1583	0.12804	0.0	0.07135	0.17402	0.60297	0.38945	0.70516	0.0	0.01815	0.02953	0.0	0.0	0.00205	0.33345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia	0.46866	0.0	0.5048	0.06616	0.0	0.01108	0.0	0.0	0.0	0.0	1.63025	0.0	0.0	0.0	0.0	0.16189	0.0	0.19107
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.43564	0.88959	7.13071	11.83181	20.24883	15.62058	6.8402	0.02318	0.02538	2.52027	0.01063	0.0	0.35504	1.20987	0.0	1.15585	0.44082	0.45098
k__Bacteria|p__Firmicutes|c__CFGB76000|o__OFGB76000|f__FGB76000|g__GGB4271	0.4328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05109	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella	0.43141	0.08035	0.0	0.0	0.0	3.06689	2.222	0.0	0.0	0.0	0.0	0.03389	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella	0.42532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	0.382	0.5713	0.61555	0.79621	0.70526	2.45683	1.3032	0.0	0.0	0.0	0.0	0.0	3.00982	8.61984	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea	0.35714	0.04155	1.44014	0.65408	1.25271	1.57764	1.14783	0.0	0.0	0.0	0.0	4.49871	3.1409	4.94822	2.0076	2.60953	3.5769	0.14733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified	0.24377	1.48027	2.04322	0.04581	0.00755	0.01222	0.55798	0.00225	0.19058	5.57039	0.06723	0.0	0.0	0.39709	0.0	0.0058	0.03069	0.07865
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.23105	0.52646	0.6548	0.65726	0.74499	1.26034	0.09943	0.1904	0.23842	2.70022	1.65971	0.0	0.0	0.84013	0.0	0.01308	0.0	0.24862
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699	0.23043	1.22508	0.20144	0.04623	0.0	0.0	0.03263	0.49898	0.008	0.68823	0.07438	0.0	0.00379	0.0	0.0	0.0	0.0	0.09097
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432	0.2076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella	0.20132	0.12919	0.30688	0.0	0.0	0.00722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera	0.19251	0.0	0.04011	0.84963	0.0	0.0	0.0	0.0	0.0	0.0	1.21187	0.0	0.0003	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3271	0.19065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79916	0.18982	0.0	0.06984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum	0.16711	0.29726	0.45779	0.03276	0.1859	0.05831	0.31143	0.0	0.01185	0.14311	0.01197	0.0	0.0	0.0	0.0	0.0	0.0	0.00872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	0.15839	0.00362	0.01266	0.01688	0.01202	0.00427	0.0	0.00393	0.01233	0.00162	0.03255	0.035	0.03223	0.25247	0.00037	0.0	0.0578	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	0.14064	0.18462	0.62471	0.00535	0.17622	0.01217	0.02201	0.0	0.68091	0.03179	0.01287	0.0	0.0	0.00604	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma	0.13305	0.0	0.00656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus	0.13062	0.0978	0.37426	1.88968	0.47461	0.88638	1.09578	0.0	0.0	0.00207	0.00127	0.0	0.63269	0.50458	0.0	0.70498	1.29148	0.51681
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	0.1268	0.11077	0.089	0.0	0.0	0.0	0.00336	0.06109	0.01842	0.0	0.08731	0.0	0.0	0.3667	0.0	0.0	0.08915	0.00907
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0.12204	0.0	0.0	0.00562	0.16024	0.0083	0.01374	0.00246	0.00103	0.0	0.28711	0.77902	0.07087	0.05887	0.09751	0.04067	0.25032	0.01494
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719	0.12094	0.01359	0.003	0.00266	0.0	0.0	0.0	0.0202	0.0	0.00082	0.05189	0.0	0.0	0.00095	0.0	0.0	0.0	0.00482
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia	0.11924	0.23974	2.54673	11.11354	3.83671	4.31794	7.761	0.0	0.01655	0.20611	0.0	0.0	0.0	0.12156	0.0	0.54568	0.12211	3.65746
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	0.1073	0.00679	0.0	0.05208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor	0.09685	0.00822	0.08735	0.17605	0.0	0.05314	0.0463	0.0	0.0012	0.06365	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.10506
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus	0.08798	0.06003	4.28636	0.92469	3.517	0.35639	3.04478	0.0173	0.16452	0.00507	0.02753	7.64485	3.39542	6.7901	15.55597	1.92356	3.01821	1.33354
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760	0.08326	0.14906	0.5337	0.0	0.0	0.01828	0.204	0.08571	0.05341	0.38157	0.8834	0.0	0.01322	0.29441	0.0	0.0	0.0	0.6107
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	0.08281	0.05045	0.00505	0.0	0.0	0.0	0.0	0.70923	0.39088	1.11146	4.3096	0.0	0.0	0.0	0.0	0.0	0.0	0.07292
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	0.08235	0.93041	5.35385	2.03226	2.11087	0.63714	1.62256	0.0	0.0772	0.0	0.06633	0.14009	0.99282	2.13647	3.49901	9.96988	0.42159	27.27916
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	0.08019	1.0923	2.41273	9.92843	0.0	0.13379	8.31012	0.00995	0.0	3.83673	2.1754	0.0	0.13131	0.0	0.0	0.01003	0.27862	0.06711
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum	0.08016	0.00025	0.67509	0.64344	0.87542	0.7665	0.25472	0.0	0.0	0.0	0.0	6.109	4.29699	5.06199	7.90829	3.53002	6.38517	0.02822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter	0.07765	0.17202	0.58354	0.4286	0.1496	0.04371	0.17183	0.05691	0.2994	2.03857	0.22554	0.0	0.0	0.00372	0.0	0.0	0.0	1.31542
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera	0.07256	0.0	0.32436	0.00058	1.6309	0.30987	0.25864	0.0	0.00079	0.00767	0.0	0.0	0.0	0.05812	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635	0.06663	0.4173	0.1371	0.0	0.0	0.0	0.14246	0.0	2.54678	0.0	0.34135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia	0.05691	0.0	0.0	0.17214	0.0	0.28961	0.0	0.05576	0.0	0.0	0.08794	0.0	0.05993	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3817	0.05623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3034	0.04803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster	0.03584	0.02018	0.00025	0.0	0.00093	0.0	0.01824	0.0	0.01599	0.01499	0.01345	0.0	0.0	0.0	0.0	0.01217	0.0	0.19296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium	0.0343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15871	0.0	0.0	0.0	0.0	0.0188	0.02698	0.06013
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9758	0.03232	0.0	0.14525	0.0	0.0	0.00181	0.07951	0.24504	1.10757	1.11244	0.08114	0.0	0.00769	0.32245	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.03182	0.0	0.00487	0.01262	0.0	0.07554	0.00686	0.01178	0.0	0.0	0.08704	0.33094	0.14965	0.11617	0.03213	0.19412	0.07969	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574	0.03166	0.0	0.04663	0.0	0.0	0.0	0.0	0.0	0.01748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	0.03137	0.00294	0.0	0.0	0.0	0.0	0.2034	0.0	0.0	0.0	0.0	0.0	0.00417	0.00309	0.0	0.0	0.0	0.01252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas	0.02806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.02175	0.95728	0.01723	3.87398	1.01858	1.75222	0.24616	0.0	0.34302	0.0	0.07599	0.0	0.0003	0.01561	0.00063	0.0	0.0	1.38866
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella	0.02082	0.00289	0.0	0.0	0.0	0.0	0.0	0.00033	0.0154	0.00692	0.04585	0.0	0.0	0.00063	0.0	0.0	0.00232	0.00447
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.0184	0.0	0.01089	1.47715	0.0	0.0021	0.07868	0.0	0.0	0.0	0.0	0.0	0.25611	0.38246	0.0	0.04269	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453	0.01675	0.00309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter	0.01225	0.0	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10794	0.0	0.00412	0.10726	0.0	0.0	0.00992	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.01197	0.0	0.00769	0.0	0.0	0.06428	0.0	0.1278	0.04126	0.0	0.65582	4.28377	2.16509	0.0	14.13118	5.02078	5.07195	0.21766
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor	0.01174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.00833	0.03287	1.74024	1.02339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19753	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified	0.00665	0.10345	0.26743	0.33056	0.75562	0.55859	1.37511	0.00624	0.00431	0.03949	0.04604	0.18665	4.71961	0.01869	0.0	0.05265	0.00576	0.26865
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum	0.00393	0.0	0.36571	0.37382	0.15708	0.82694	0.66424	0.0	0.00037	0.01752	0.09076	0.48364	0.04505	0.38376	0.173	0.97892	0.79312	0.88834
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus	0.00389	0.0528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allochristensenella	0.00383	0.01178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01011	0.0181	0.0	0.0	0.0	0.0	0.0	0.0	0.00585
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.00329	0.02963	0.51138	0.03075	0.6318	0.06015	0.13527	0.06445	0.03211	1.1732	0.19543	0.0	0.0	0.02942	0.0	0.09959	0.00082	0.57816
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781	0.00319	0.00975	0.0	0.0	0.0	0.0	0.0	0.01489	0.00756	0.01547	0.04432	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium	0.00317	0.57804	12.09273	12.55099	8.80809	13.05769	10.11597	0.37321	1.62551	4.31198	0.0	0.01385	6.21892	0.84189	0.27189	13.6401	9.5511	13.12952
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella	0.00309	1.48832	0.0	0.0	0.14319	0.0	0.0	0.0	0.0	0.0925	0.73703	0.0	0.0	0.0	0.0	0.00437	0.0	0.06381
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0.00113	0.053	0.0	0.00034	0.0	0.00129	0.02493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella	0.00102	0.0	0.10169	0.60173	0.0	0.04278	0.0	0.0	0.0	0.0	0.0	0.0	0.16743	0.25911	0.0	0.00714	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.00096	0.0	0.63725	0.0	0.0	0.0	0.3059	0.0	0.0	0.0	0.0	0.0	0.0	0.11383	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB58233	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.00629
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter	0.00057	0.10126	1.82416	0.56569	0.1039	0.02882	0.31532	0.04398	0.88739	1.02942	0.06402	0.0	0.01746	0.00247	0.0	0.0	0.00484	0.21291
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium	0.00048	0.03576	0.01813	0.0	0.0	0.00482	0.0	0.00156	0.01264	0.00179	0.17654	0.03656	0.00036	0.01412	0.00736	0.14697	0.0	0.00973
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.00021	0.0	0.08784	0.0	0.0	0.0	0.1546	0.0	0.0	0.0	0.00135	0.00921	0.0	0.01113	0.87041	0.0	0.0	0.00385
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	31.48258	24.41587	1.73334	1.28471	0.02063	0.10158	0.01815	64.84201	43.83537	32.57584	20.026	0.01644	0.12172	0.25789	0.00664	0.68616	1.46357	0.01799
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	20.07374	0.00751	0.14318	0.02637	0.0	0.11568	0.21449	0.08673	0.30912	0.48427	0.29076	0.0	0.03157	0.0	0.0	0.00144	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus	7.10446	0.77525	0.0	0.14794	0.0	3.24986	0.64288	0.0	0.0	0.0	0.08575	5.95504	0.0	0.0	4.88824	0.01279	0.0	0.04022
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei	5.88434	0.0	0.50215	0.0	0.0	0.0	0.0	0.0	0.21846	0.0	0.0	0.0	0.01914	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	4.41348	0.0	0.0	0.0	0.0	0.0	0.06084	0.00046	0.0	0.0	0.0	0.01651	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	2.73024	1.08392	0.26798	0.05062	0.3612	0.23829	0.31606	0.00473	1.82288	2.94051	0.05206	0.00037	0.00471	0.00105	0.01556	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234	1.87526	2.83489	0.00402	0.11781	0.0	0.0	0.0	0.10188	5.08062	1.08042	8.72482	0.0	0.0	0.0	0.0	0.0	0.0	0.28532
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	1.51213	0.04934	0.00464	0.0	0.0	0.0	0.01541	0.0	0.29813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	1.29169	0.62947	0.03748	0.03332	0.01246	0.00738	0.01728	0.35519	0.19244	0.02937	0.43505	0.0	0.0	0.07771	0.00473	0.0	0.0	0.31579
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_alactolyticus	1.27842	0.0	0.0	0.00783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249	1.23948	0.29736	0.32952	0.03273	0.0	0.0	0.00188	0.0	0.06754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00626	0.10682
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15244	1.07762	0.36449	0.12654	0.01035	0.0	0.0	0.00369	0.0	0.0	1.09986	0.0	0.0	0.0	0.02882	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4149	1.0627	6.76051	0.0	0.14945	0.0	0.02735	0.12249	4.58545	0.0	0.0	1.61833	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	1.05908	0.16298	0.99104	0.13616	0.152	0.40084	0.19009	0.0	0.29435	0.04897	0.0662	0.00111	0.00125	0.00034	0.00028	0.0	0.0	0.00914
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480|s__GGB9480_SGB14874	1.05244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17419
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_SGB15260	1.05187	0.50749	0.59342	0.36868	0.0	0.0	0.36056	0.00094	0.0	0.0	3.95766	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.94972	0.05146	0.0	0.07155	0.0	0.09868	0.0	0.03802	4.21423	0.0	0.57983	0.0	0.0	0.0	0.10052	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Gallibacter|s__Gallibacter_intestinalis	0.83257	0.0	0.0	0.01707	0.0	0.02312	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	0.64747	0.03705	0.01993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00583
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.56999	0.11154	0.20505	0.08325	0.0	0.01461	0.11666	0.00112	0.0	1.04713	0.0614	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15031	0.54753	0.0	0.02543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01862	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.53496	0.84176	0.14062	0.07877	0.6955	0.26043	0.30631	0.00953	0.01973	0.11135	0.0	0.0	0.00126	0.0	0.00013	0.0	0.0	0.00537
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB6554|s__GGB6554_SGB9256	0.52506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
